# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (mbar)
148.213,1.378e4,1.42e4,-73.514,73.538,0.446,0.446,6978.014,28.152,6978.071,89.769,1.876,0.002,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.761,0,310.675,-15.289,0,0,673.401,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.919,90,-56.5,136.859,2.201e-4,297.06,0.247,6.047e6,20.32,324.293,0.5,1.507,0.008,5.95
148.713,1.374e4,1.416e4,-73.291,73.315,0.442,0.442,6977.077,28.152,6977.133,89.769,1.875,0.008,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.761,0,310.675,-15.289,0,0,673.163,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99,90,-56.5,137.644,2.213e-4,297.06,0.247,6.063e6,20.32,324.293,0.5,1.507,0.008,5.948
149.213,1.37e4,1.412e4,-73.07,73.094,0.438,0.438,6976.138,28.151,6976.195,89.769,1.879,0.006,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.761,0,310.675,-15.289,0,0,672.912,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,90,-56.5,138.426,2.226e-4,297.06,0.246,6.079e6,20.32,324.293,0.5,1.507,0.008,5.946
149.713,1.367e4,1.409e4,-72.851,72.875,0.434,0.434,6975.197,28.151,6975.254,89.769,1.883,0.002,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,672.652,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.953,90,-56.5,139.206,2.238e-4,297.06,0.245,6.095e6,20.32,324.293,0.5,1.507,0.008,5.944
150.213,1.363e4,1.405e4,-72.634,72.658,0.43,0.43,6974.256,28.15,6974.313,89.769,1.884,0.011,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,672.385,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,-56.5,139.984,2.251e-4,297.06,0.245,6.111e6,20.32,324.293,0.5,1.507,0.008,5.942
150.713,1.359e4,1.401e4,-72.419,72.443,0.426,0.426,6973.315,28.149,6973.372,89.769,1.878,0.005,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,672.114,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.896,90,-56.5,140.76,2.263e-4,297.06,0.244,6.127e6,20.32,324.293,0.5,1.507,0.008,5.939
151.213,1.356e4,1.398e4,-72.206,72.23,0.424,0.426,6972.377,28.149,6972.434,89.769,1.876,0.039,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,672.044,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.204,90,-56.5,141.573,2.276e-4,297.06,0.243,6.144e6,20.32,324.293,0.5,1.507,0.008,5.938
151.713,1.352e4,1.394e4,-71.994,72.019,0.424,0.425,6971.434,28.148,6971.491,89.769,1.895,0.028,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,672.03,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.149,90,-56.5,142.408,2.29e-4,297.06,0.242,6.162e6,20.32,324.293,0.5,1.508,0.008,5.938
152.213,1.348e4,1.39e4,-71.782,71.807,0.423,0.424,6970.483,28.147,6970.54,89.769,1.909,0.014,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,671.973,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,90,-56.5,143.239,2.303e-4,297.06,0.242,6.18e6,20.32,324.293,0.5,1.508,0.008,5.938
152.713,1.345e4,1.387e4,-71.57,71.596,0.422,0.422,6969.527,28.147,6969.584,89.769,1.916,0.002,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,671.881,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.986,90,-56.5,144.069,2.317e-4,297.06,0.241,6.197e6,20.32,324.293,0.5,1.508,0.008,5.937
153.213,1.341e4,1.383e4,-71.359,71.385,0.42,0.42,6968.569,28.146,6968.626,89.769,1.917,0.003,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,671.76,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,90,-56.5,144.895,2.33e-4,297.06,0.24,6.214e6,20.32,324.293,0.5,1.509,0.008,5.936
153.713,1.338e4,1.38e4,-71.149,71.175,0.418,0.419,6967.61,28.146,6967.667,89.769,1.916,0.03,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.762,0,310.675,-15.289,0,0,671.622,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.178,90,-56.5,145.72,2.343e-4,297.06,0.24,6.231e6,20.32,324.293,0.5,1.509,0.008,5.935
154.213,1.334e4,1.376e4,-70.94,70.967,0.415,0.416,6966.649,28.145,6966.706,89.769,1.931,0.029,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,671.452,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.183,90,-56.5,146.542,2.356e-4,297.06,0.239,6.248e6,20.32,324.293,0.5,1.509,0.008,5.934
154.713,1.331e4,1.373e4,-70.733,70.76,0.412,0.412,6965.68,28.144,6965.737,89.769,1.945,0.003,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,671.256,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.974,90,-56.5,147.362,2.37e-4,297.06,0.238,6.265e6,20.32,324.293,0.5,1.509,0.007,5.932
155.213,1.327e4,1.369e4,-70.527,70.554,0.409,0.41,6964.708,28.144,6964.765,89.768,1.943,0.032,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,671.063,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.216,90,-56.5,148.179,2.383e-4,297.06,0.237,6.281e6,20.32,324.293,0.5,1.509,0.007,5.93
155.713,1.324e4,1.366e4,-70.323,70.35,0.405,0.406,6963.732,28.143,6963.789,89.768,1.959,0.025,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,670.845,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.181,90,-56.5,148.994,2.396e-4,297.06,0.237,6.297e6,20.32,324.293,0.5,1.509,0.007,5.928
156.213,1.32e4,1.362e4,-70.12,70.148,0.402,0.402,6962.749,28.142,6962.806,89.768,1.972,0.005,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,670.613,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.985,90,-56.5,149.806,2.409e-4,297.06,0.236,6.313e6,20.32,324.293,0.5,1.509,0.007,5.927
156.713,1.317e4,1.359e4,-69.919,69.947,0.398,0.402,6961.764,28.142,6961.821,89.768,1.969,0.055,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,670.396,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.643,90,-56.5,150.616,2.422e-4,297.06,0.235,6.329e6,20.32,324.293,0.5,1.509,0.007,5.925
157.213,1.313e4,1.355e4,-69.72,69.747,0.395,0.403,6960.787,28.141,6960.844,89.768,1.942,0.08,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,670.178,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.44,90,-56.5,151.424,2.435e-4,297.06,0.235,6.345e6,20.32,324.293,0.5,1.509,0.007,5.922
157.713,1.31e4,1.352e4,-69.522,69.548,0.391,0.393,6959.826,28.14,6959.883,89.768,1.901,0.046,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,669.908,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.639,90,-56.5,152.23,2.448e-4,297.06,0.234,6.361e6,20.32,324.293,0.5,1.512,0.007,5.92
158.213,1.306e4,1.348e4,-69.327,69.352,0.389,0.389,6958.881,28.14,6958.938,89.768,1.879,0.012,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.763,0,310.675,-15.289,0,0,669.806,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.844,90,-56.5,153.067,2.461e-4,297.06,0.233,6.378e6,20.32,324.293,0.5,1.512,0.007,5.919
158.713,1.303e4,1.345e4,-69.132,69.158,0.389,0.39,6957.943,28.139,6958,89.768,1.872,0.025,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.764,0,310.675,-15.289,0,0,669.824,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.754,90,-56.5,153.934,2.475e-4,297.06,0.233,6.396e6,20.32,324.293,0.5,1.512,0.007,5.919
159.213,1.299e4,1.341e4,-68.938,68.963,0.389,0.389,6957.01,28.138,6957.067,89.768,1.86,0.008,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.764,0,310.675,-15.289,0,0,669.795,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.857,90,-56.5,154.798,2.489e-4,297.06,0.232,6.414e6,20.32,324.293,0.5,1.513,0.007,5.919
159.713,1.296e4,1.338e4,-68.743,68.768,0.388,0.389,6956.081,28.138,6956.138,89.768,1.856,0.025,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.764,0,310.675,-15.289,0,0,669.738,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.074,90,-56.5,155.66,2.503e-4,297.06,0.231,6.431e6,20.32,324.293,0.5,1.513,0.007,5.918
160.213,1.292e4,1.334e4,-68.549,68.575,0.386,0.388,6955.15,28.137,6955.207,89.768,1.869,0.041,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.764,0,310.675,-15.289,0,0,669.651,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.197,90,-56.5,156.52,2.517e-4,297.06,0.231,6.449e6,20.32,324.293,0.5,1.513,0.007,5.918
160.713,1.289e4,1.331e4,-68.356,68.382,0.384,0.386,6954.211,28.136,6954.267,89.768,1.889,0.035,43.47,-80.454,NaN,NaN,NaN,NaN,-9.898,89.627,6.598e4,0,179.96,0.634,9.764,0,310.675,-15.289,0,0,669.525,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.171,90,-56.5,157.377,2.531e-4,297.06,0.23,6.466e6,20.32,324.293,0.5,1.513,0.007,5.917
