# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
0,0,420,0,0,105.386,105.866,0,0,0,0,0,10.078,43.47,-80.54,0,0,0,0,85,90,1.367e5,7.032e4,250.642,1.003,9.804,NaN,336.348,NaN,1.58e4,11.795,0,1.891,1.754,0.032,0.105,1.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0,0,20.32,324.293,0.01,0.004,0,0
0.01,0.005,420.005,1.053,1.058,105.311,105.791,5.038e-4,0,5.038e-4,90,0.101,10.071,43.47,-80.54,0.463,0,0,0,85,90,1.366e5,7.026e4,250.617,1.003,9.804,NaN,336.417,NaN,1.579e4,11.787,0.016,0.769,0.632,0.032,0.105,0.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.003,3.863e5,20.32,324.293,0.01,0.006,1.125e-4,0.659
0.02,0.021,420.021,2.106,2.116,105.31,105.712,0.002,0,0.002,90,0.201,9.213,43.47,-80.54,0.463,0,0,0,85,90,1.366e5,7.021e4,250.592,1.002,9.804,NaN,336.487,NaN,1.577e4,11.779,0.058,0.683,0.546,0.032,0.105,0.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.989,0.001,338.734,0.006,7.723e5,20.32,324.293,0.01,0.006,2.249e-4,2.634
0.03,0.047,420.047,3.159,3.173,105.234,105.636,0.004,0,0.004,90,0.294,9.207,43.47,-80.54,0.309,0,0,0,85,90,1.365e5,7.015e4,250.568,1.002,9.804,NaN,336.556,NaN,1.575e4,11.772,0.123,0.64,0.503,0.032,0.105,0.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.985,0.001,338.734,0.009,1.158e6,20.32,324.293,0.01,0.007,3.371e-4,5.921
0.04,0.084,420.084,4.21,4.228,104.976,105.377,0.008,5.391e-9,0.008,90,0.385,9.184,43.47,-80.54,0.232,0,0,0,85,90,1.364e5,7.007e4,250.543,1.002,9.804,NaN,336.695,NaN,1.571e4,11.745,0.209,0.613,0.476,0.032,0.105,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.981,0.001,338.734,0.012,1.543e6,20.32,324.293,0.01,0.007,4.491e-4,10.514
0.05,0.132,420.132,5.258,5.28,104.717,105.117,0.012,7.412e-9,0.012,90,0.477,9.162,43.47,-80.54,0.185,0,0,0,85,90,1.363e5,6.998e4,250.518,1.001,9.804,NaN,336.834,NaN,1.566e4,11.719,0.316,0.594,0.457,0.032,0.105,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.976,0.001,338.734,0.016,1.927e6,20.32,324.293,0.01,0.008,5.609e-4,16.401
0.06,0.189,420.189,6.303,6.329,104.275,104.673,0.017,9.433e-9,0.017,90,0.569,9.123,43.47,-80.54,0.155,0,0,0,85,90,1.363e5,6.993e4,250.524,1.001,9.804,NaN,336.989,NaN,1.56e4,11.674,0.442,0.579,0.442,0.032,0.106,0.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.969,0.001,338.734,0.019,2.31e6,20.32,324.293,0.01,0.008,6.723e-4,23.565
0.07,0.258,420.258,7.344,7.374,103.832,104.229,0.024,1.145e-8,0.024,90,0.66,9.084,43.47,-80.54,0.133,0,0,0,85,90,1.362e5,6.987e4,250.53,1.001,9.804,NaN,337.144,NaN,1.553e4,11.628,0.588,0.567,0.43,0.032,0.106,0.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.961,0.001,338.734,0.022,2.691e6,20.32,324.293,0.01,0.009,7.832e-4,31.984
0.08,0.336,420.336,8.38,8.414,103.389,103.784,0.031,1.348e-8,0.031,90,0.75,9.045,43.47,-80.54,0.116,0,0,0,85,90,1.362e5,6.982e4,250.537,1,9.804,NaN,337.299,NaN,1.546e4,11.583,0.752,0.557,0.42,0.032,0.106,0.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.952,0.001,338.733,0.025,3.071e6,20.32,324.293,0.01,0.009,8.937e-4,41.643
0.09,0.425,420.425,9.413,9.451,103.242,103.636,0.039,1.55e-8,0.039,90,0.841,9.032,43.47,-80.54,0.104,0,0,0,85,90,1.361e5,6.976e4,250.518,1,9.804,NaN,337.385,NaN,1.544e4,11.568,0.934,0.548,0.411,0.032,0.106,0.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.941,0.001,338.733,0.028,3.45e6,20.32,324.293,0.01,0.01,0.001,52.542
0.1,0.525,420.525,10.445,10.486,103.094,103.487,0.047,1.752e-8,0.047,90,0.931,9.02,43.47,-80.54,0.093,0,0,0,85,90,1.36e5,6.97e4,250.498,1,9.804,NaN,337.471,NaN,1.541e4,11.553,1.134,0.541,0.404,0.032,0.106,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.93,0.001,338.732,0.031,3.828e6,20.32,324.293,0.01,0.01,0.001,64.687
0.11,0.634,420.634,11.475,11.52,102.945,103.339,0.057,1.954e-8,0.057,90,1.021,9.007,43.47,-80.54,0.085,0,0,0,85,90,1.36e5,6.964e4,250.479,0.999,9.804,NaN,337.558,NaN,1.538e4,11.538,1.352,0.534,0.397,0.032,0.106,0.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.917,0.001,338.732,0.034,4.205e6,20.32,324.293,0.01,0.012,0.001,78.074
0.12,0.754,420.754,12.504,12.553,102.797,103.19,0.068,2.156e-8,0.068,90,1.111,8.994,43.47,-80.54,0.078,0,0,0,85,90,1.359e5,6.958e4,250.46,0.999,9.804,NaN,337.644,NaN,1.535e4,11.523,1.588,0.528,0.391,0.032,0.106,0.528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.903,0.001,338.732,0.037,4.582e6,20.32,324.293,0.01,0.013,0.001,92.696
0.13,0.884,420.884,13.531,13.584,102.595,102.987,0.079,2.358e-8,0.079,90,1.201,8.976,43.47,-80.54,0.072,0,0,0,85,90,1.359e5,6.951e4,250.441,0.999,9.804,NaN,337.749,NaN,1.532e4,11.503,1.841,0.523,0.386,0.032,0.106,0.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.887,0.001,338.731,0.04,4.958e6,20.32,324.293,0.01,0.013,0.001,108.545
0.14,1.025,421.025,14.556,14.613,102.393,102.784,0.092,2.56e-8,0.092,90,1.291,8.958,43.47,-80.54,0.067,0,0,0,85,90,1.358e5,6.944e4,250.422,0.998,9.804,NaN,337.854,NaN,1.528e4,11.482,2.111,0.518,0.381,0.032,0.106,0.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.871,0.001,338.73,0.043,5.334e6,20.32,324.293,0.01,0.014,0.002,125.609
0.15,1.175,421.175,15.579,15.64,102.191,102.581,0.105,2.763e-8,0.105,90,1.38,8.941,43.47,-80.54,0.063,0,0,0,85,90,1.357e5,6.937e4,250.403,0.998,9.804,NaN,337.959,NaN,1.525e4,11.462,2.398,0.514,0.377,0.032,0.106,0.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.853,0.001,338.73,0.046,5.708e6,20.32,324.293,0.01,0.015,0.002,143.879
0.16,1.336,421.336,16.599,16.664,101.82,102.209,0.119,2.965e-8,0.119,90,1.469,8.908,43.47,-80.54,0.059,0,0,0,85,90,1.357e5,6.932e4,250.405,0.998,9.804,NaN,338.089,NaN,1.519e4,11.424,2.702,0.51,0.373,0.032,0.106,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.834,0.001,338.729,0.049,6.082e6,20.32,324.293,0.01,0.016,0.002,163.334
0.17,1.507,421.507,17.615,17.684,101.449,101.836,0.135,3.167e-8,0.135,90,1.558,8.876,43.47,-80.54,0.055,0,0,0,85,90,1.356e5,6.927e4,250.408,0.997,9.804,NaN,338.218,NaN,1.514e4,11.386,3.021,0.506,0.369,0.032,0.106,0.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.26,963.814,0.001,338.729,0.052,6.454e6,20.32,324.293,0.01,0.017,0.002,183.943
0.18,1.688,421.688,18.628,18.7,101.077,101.463,0.151,3.369e-8,0.151,90,1.647,8.843,43.47,-80.54,0.052,0,0,0,85,90,1.356e5,6.921e4,250.411,0.997,9.804,NaN,338.348,NaN,1.508e4,11.348,3.355,0.503,0.366,0.032,0.106,0.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.259,963.793,0.001,338.728,0.055,6.825e6,20.32,324.293,0.01,0.019,0.002,205.694
0.19,1.88,421.88,19.637,19.713,100.781,101.166,0.168,3.571e-8,0.168,90,1.735,8.817,43.47,-80.54,0.05,0,0,0,85,90,1.355e5,6.915e4,250.403,0.997,9.804,NaN,338.466,NaN,1.503e4,11.318,3.705,0.5,0.362,0.032,0.106,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.258,963.771,0.001,338.727,0.058,7.195e6,20.32,324.293,0.01,0.02,0.002,228.582
0.2,2.081,422.081,20.643,20.724,100.485,100.868,0.185,3.773e-8,0.185,90,1.823,8.791,43.47,-80.54,0.047,0,0,0,85,90,1.354e5,6.909e4,250.395,0.997,9.804,NaN,338.584,NaN,1.499e4,11.288,4.071,0.497,0.359,0.032,0.106,0.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.256,963.747,0.001,338.726,0.061,7.563e6,20.32,324.293,0.01,0.022,0.002,252.603
0.21,2.293,422.293,21.647,21.731,100.188,100.57,0.204,3.975e-8,0.204,90,1.911,8.765,43.47,-80.54,0.045,0,0,0,85,90,1.354e5,6.902e4,250.388,0.996,9.804,NaN,338.701,NaN,1.494e4,11.258,4.451,0.494,0.356,0.032,0.106,0.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.255,963.722,0.001,338.725,0.064,7.931e6,20.32,324.293,0.01,0.023,0.002,277.747
0.22,2.514,422.514,22.647,22.735,99.905,100.287,0.224,4.178e-8,0.224,90,1.999,8.741,43.47,-80.54,0.043,0,0,0,85,90,1.353e5,6.894e4,250.371,0.996,9.804,NaN,338.829,NaN,1.489e4,11.23,4.846,0.492,0.354,0.032,0.106,0.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.254,963.696,0.001,338.725,0.067,8.297e6,20.32,324.293,0.01,0.025,0.002,304.006
0.23,2.746,422.746,23.645,23.737,99.622,100.002,0.244,4.38e-8,0.244,90,2.086,8.716,43.47,-80.54,0.041,0,0,0,85,90,1.352e5,6.886e4,250.354,0.995,9.804,NaN,338.956,NaN,1.485e4,11.201,5.257,0.489,0.351,0.032,0.106,0.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.252,963.669,0.001,338.724,0.07,8.662e6,20.32,324.293,0.01,0.026,0.003,331.37
0.24,2.987,422.987,24.64,24.736,99.45,99.83,0.265,4.582e-8,0.265,90,2.173,8.701,43.47,-80.54,0.04,0,0,0,85,90,1.352e5,6.881e4,250.341,0.995,9.804,NaN,339.037,NaN,1.482e4,11.184,5.681,0.487,0.349,0.032,0.106,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.251,963.641,0.001,338.723,0.073,9.027e6,20.32,324.293,0.01,0.027,0.003,359.846
0.25,3.238,423.238,25.634,25.733,99.277,99.657,0.287,4.784e-8,0.287,90,2.26,8.686,43.47,-80.54,0.038,0,0,0,85,90,1.351e5,6.876e4,250.329,0.995,9.804,NaN,339.117,NaN,1.479e4,11.166,6.121,0.485,0.347,0.032,0.106,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.249,963.611,0.001,338.722,0.076,9.391e6,20.32,324.293,0.01,0.027,0.003,389.442
0.26,3.5,423.5,26.626,26.729,99.105,99.483,0.31,4.986e-8,0.31,90,2.347,8.671,43.47,-80.54,0.037,0,0,0,85,90,1.35e5,6.87e4,250.317,0.995,9.804,NaN,339.197,NaN,1.476e4,11.149,6.576,0.483,0.345,0.032,0.106,0.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.247,963.581,0.001,338.721,0.079,9.754e6,20.32,324.293,0.01,0.028,0.003,420.152
0.27,3.771,423.771,27.616,27.723,98.964,99.342,0.334,5.188e-8,0.334,90,2.433,8.658,43.47,-80.54,0.035,0,0,0,85,90,1.35e5,6.864e4,250.3,0.994,9.804,NaN,339.274,NaN,1.474e4,11.135,7.045,0.481,0.343,0.032,0.106,0.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.245,963.549,0.001,338.72,0.082,1.012e7,20.32,324.293,0.01,0.028,0.003,451.974
0.28,4.052,424.052,28.605,28.716,98.823,99.201,0.359,5.39e-8,0.359,90,2.52,8.646,43.47,-80.54,0.034,0,0,0,85,90,1.349e5,6.859e4,250.283,0.994,9.804,NaN,339.35,NaN,1.471e4,11.121,7.529,0.479,0.341,0.032,0.106,0.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.244,963.516,0.001,338.719,0.085,1.048e7,20.32,324.293,0.01,0.029,0.003,484.909
0.29,4.343,424.343,29.592,29.707,98.682,99.059,0.385,5.593e-8,0.385,90,2.606,8.634,43.47,-80.54,0.033,0,0,0,85,90,1.349e5,6.853e4,250.266,0.994,9.804,NaN,339.426,NaN,1.469e4,11.107,8.027,0.477,0.339,0.032,0.106,0.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.242,963.482,0.001,338.717,0.088,1.084e7,20.32,324.293,0.01,0.029,0.003,518.952
0.3,4.644,424.644,30.579,30.697,98.541,98.918,0.411,5.795e-8,0.411,90,2.692,8.621,43.47,-80.54,0.032,0,0,0,85,90,1.348e5,6.847e4,250.25,0.993,9.804,NaN,339.502,NaN,1.466e4,11.093,8.541,0.475,0.337,0.032,0.106,0.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.24,963.446,0.001,338.716,0.091,1.12e7,20.32,324.293,0.01,0.03,0.003,554.096
0.31,4.955,424.955,31.563,31.685,98.413,98.789,0.439,5.997e-8,0.439,90,2.779,8.61,43.47,-80.54,0.031,0,0,0,85,90,1.347e5,6.84e4,250.225,0.993,9.804,NaN,339.587,NaN,1.464e4,11.08,9.068,0.474,0.335,0.032,0.106,0.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.238,963.41,0.001,338.715,0.094,1.156e7,20.32,324.293,0.01,0.03,0.003,590.34
0.32,5.275,425.275,32.547,32.673,98.285,98.66,0.467,6.199e-8,0.467,90,2.865,8.599,43.47,-80.54,0.03,0,0,0,85,90,1.347e5,6.833e4,250.2,0.993,9.804,NaN,339.672,NaN,1.461e4,11.067,9.61,0.472,0.334,0.032,0.107,0.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.236,963.372,0.001,338.714,0.096,1.192e7,20.32,324.293,0.01,0.03,0.003,627.68
0.33,5.605,425.605,33.529,33.659,98.162,98.537,0.496,6.401e-8,0.496,90,2.951,8.588,43.47,-80.54,0.029,0,0,0,85,90,1.346e5,6.827e4,250.183,0.992,9.804,NaN,339.743,NaN,1.459e4,11.055,10.166,0.471,0.332,0.032,0.107,0.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.234,963.334,0.001,338.712,0.099,1.228e7,20.32,324.293,0.01,0.031,0.004,666.114
0.34,5.946,425.946,34.51,34.643,98.04,98.414,0.526,6.603e-8,0.526,90,3.036,8.577,43.47,-80.54,0.028,0,0,0,85,90,1.346e5,6.821e4,250.165,0.992,9.804,NaN,339.814,NaN,1.457e4,11.043,10.736,0.469,0.33,0.032,0.107,0.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.231,963.294,0.001,338.711,0.102,1.264e7,20.32,324.293,0.01,0.031,0.004,705.638
0.35,6.296,426.296,35.49,35.627,97.917,98.291,0.557,6.805e-8,0.557,90,3.122,8.567,43.47,-80.54,0.027,0,0,0,85,90,1.345e5,6.816e4,250.148,0.992,9.804,NaN,339.884,NaN,1.455e4,11.031,11.321,0.468,0.329,0.032,0.107,0.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.229,963.253,0.001,338.71,0.105,1.3e7,20.32,324.293,0.01,0.032,0.004,746.247
0.36,6.655,426.655,36.468,36.609,97.793,98.167,0.588,7.007e-8,0.588,90,3.208,8.556,43.47,-80.54,0.027,0,0,0,85,90,1.344e5,6.81e4,250.13,0.991,9.804,NaN,339.955,NaN,1.452e4,11.019,11.919,0.466,0.328,0.032,0.107,0.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.227,963.21,0.001,338.708,0.108,1.336e7,20.32,324.293,0.01,0.033,0.004,787.936
0.37,7.025,427.025,37.445,37.59,97.622,97.995,0.621,7.21e-8,0.621,90,3.293,8.541,43.47,-80.54,0.026,0,0,0,85,90,1.344e5,6.805e4,250.118,0.991,9.804,NaN,340.033,NaN,1.449e4,11.002,12.532,0.465,0.326,0.032,0.107,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.224,963.167,0.001,338.707,0.111,1.371e7,20.32,324.293,0.01,0.034,0.004,830.691
0.38,7.404,427.404,38.421,38.569,97.45,97.822,0.654,7.412e-8,0.654,90,3.379,8.526,43.47,-80.54,0.025,0,0,0,85,90,1.343e5,6.799e4,250.106,0.991,9.803,NaN,340.112,NaN,1.447e4,10.985,13.158,0.464,0.325,0.032,0.107,0.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.222,963.123,0.001,338.705,0.114,1.407e7,20.32,324.293,0.01,0.036,0.004,874.495
0.39,7.793,427.793,39.394,39.546,97.278,97.649,0.688,7.614e-8,0.688,90,3.464,8.511,43.47,-80.54,0.025,0,0,0,85,90,1.343e5,6.794e4,250.094,0.991,9.803,NaN,340.19,NaN,1.444e4,10.967,13.797,0.463,0.324,0.032,0.107,0.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.219,963.077,0.001,338.704,0.117,1.443e7,20.32,324.293,0.01,0.037,0.004,919.341
0.4,8.192,428.192,40.366,40.522,97.114,97.485,0.723,7.816e-8,0.723,90,3.549,8.496,43.47,-80.54,0.024,0,0,0,85,90,1.342e5,6.786e4,250.071,0.99,9.803,NaN,340.284,NaN,1.441e4,10.951,14.45,0.462,0.322,0.032,0.107,0.462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.217,963.03,0.001,338.702,0.12,1.478e7,20.32,324.293,0.01,0.038,0.004,965.226
0.41,8.601,428.601,41.337,41.496,96.949,97.32,0.759,8.018e-8,0.759,90,3.634,8.482,43.47,-80.54,0.024,0,0,0,85,90,1.341e5,6.778e4,250.048,0.99,9.803,NaN,340.378,NaN,1.438e4,10.935,15.116,0.461,0.321,0.032,0.107,0.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.214,962.982,0.001,338.701,0.123,1.514e7,20.32,324.293,0.01,0.039,0.004,1012.144
0.42,9.019,429.019,42.306,42.469,96.885,97.255,0.796,8.22e-8,0.796,90,3.718,8.476,43.47,-80.54,0.023,0,0,0,85,90,1.341e5,6.773e4,250.028,0.99,9.803,NaN,340.432,NaN,1.436e4,10.929,15.796,0.459,0.32,0.032,0.107,0.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.211,962.933,0.001,338.699,0.125,1.549e7,20.32,324.293,0.01,0.04,0.005,1060.116
0.43,9.447,429.447,43.274,43.441,96.82,97.19,0.834,8.422e-8,0.834,90,3.803,8.471,43.47,-80.54,0.023,0,0,0,85,90,1.34e5,6.768e4,250.008,0.989,9.803,NaN,340.485,NaN,1.435e4,10.923,16.49,0.458,0.319,0.032,0.107,0.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.209,962.883,0.001,338.697,0.128,1.585e7,20.32,324.293,0.01,0.041,0.005,1109.162
0.44,9.884,429.884,44.242,44.413,96.755,97.124,0.872,8.625e-8,0.872,90,3.888,8.465,43.47,-80.54,0.022,0,0,0,85,90,1.34e5,6.762e4,249.989,0.989,9.803,NaN,340.539,NaN,1.434e4,10.916,17.198,0.457,0.318,0.032,0.107,0.457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.206,962.832,0.001,338.696,0.131,1.62e7,20.32,324.293,0.01,0.041,0.005,1159.279
0.45,10.332,430.332,45.209,45.383,96.619,96.988,0.911,8.827e-8,0.911,90,3.972,8.453,43.47,-80.54,0.022,0,0,0,85,90,1.339e5,6.756e4,249.968,0.989,9.803,NaN,340.618,NaN,1.431e4,10.903,17.92,0.457,0.317,0.032,0.108,0.457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.203,962.779,0.001,338.694,0.134,1.655e7,20.32,324.293,0.01,0.042,0.005,1210.447
0.46,10.789,430.789,46.175,46.353,96.483,96.851,0.952,9.029e-8,0.952,90,4.057,8.441,43.47,-80.54,0.021,0,0,0,85,90,1.338e5,6.749e4,249.948,0.988,9.803,NaN,340.697,NaN,1.429e4,10.89,18.654,0.456,0.315,0.033,0.108,0.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.2,962.726,0.001,338.692,0.137,1.691e7,20.32,324.293,0.01,0.042,0.005,1262.642
0.47,11.255,431.255,47.139,47.32,96.273,96.718,0.993,9.231e-8,0.993,90,4.141,9.274,43.47,-80.54,0.021,0,0,0,85,90,1.338e5,6.742e4,249.929,0.988,9.803,444.167,340.775,5.088,1.426e4,10.876,19.402,0.455,0.314,0.033,0.108,0.455,0.005,0.023,-2.162e-4,0,0,0,0,0,0,0,12.197,962.671,0.001,338.69,0.14,1.726e7,20.32,324.293,0.01,0.043,0.005,1315.859
0.48,11.731,431.731,48.101,48.287,96.136,96.581,1.034,1.153e-7,1.034,90,4.234,9.261,43.47,-80.54,0.03,0,5.889e-4,3.114e-6,85,90,1.337e5,6.736e4,249.909,0.988,9.803,444.112,340.854,5.082,1.424e4,10.863,20.163,0.454,0.313,0.033,0.108,0.454,0.007,0.034,-6.938e-5,0,0,0,0,0,0,0,12.194,962.615,0.001,338.688,0.143,1.761e7,20.32,324.293,0.015,0.044,0.005,1370.093
0.495,12.464,432.464,49.54,49.733,95.773,96.216,1.099,2.295e-7,1.099,90,4.373,9.228,43.47,-80.54,0.044,0,0.002,1.036e-5,85,90,1.336e5,6.73e4,249.91,0.987,9.803,444.033,340.972,5.072,1.418e4,10.827,21.328,0.453,0.312,0.033,0.108,0.453,0.01,0.05,-2.035e-4,0,0,0,0,1.56e-8,0,0,12.189,962.529,0.001,338.685,0.147,1.814e7,20.32,324.293,0.005,0.044,0.005,1453.27
0.5,12.713,432.713,50.019,50.214,95.652,96.095,1.121,2.894e-7,1.121,90,4.419,9.217,43.47,-80.54,0.048,0,0.003,1.06e-5,85,90,1.336e5,6.727e4,249.911,0.987,9.803,444.008,341.011,5.069,1.417e4,10.815,21.723,0.452,0.311,0.033,0.108,0.452,0.011,0.055,-2.926e-4,0,0,0,0,2.585e-8,0,0,12.187,962.5,0.001,338.684,0.148,1.831e7,20.32,324.293,0.008,0.045,0.005,1481.467
0.508,13.09,433.09,50.736,50.934,95.616,96.059,1.154,3.999e-7,1.154,90,4.488,9.213,43.47,-80.54,0.055,0,0.004,1.065e-5,85,90,1.336e5,6.723e4,249.894,0.987,9.803,443.971,341.05,5.065,1.416e4,10.811,22.321,0.452,0.311,0.033,0.108,0.452,0.012,0.062,3.781e-4,0,0,0,0,4.885e-8,0,0,12.185,962.456,0.001,338.683,0.15,1.857e7,20.32,324.293,0.011,0.045,0.005,1524.233
0.519,13.667,433.667,51.811,52.014,95.564,96.006,1.205,6.131e-7,1.205,90,4.591,9.207,43.47,-80.54,0.064,0,0.005,4.376e-6,85,90,1.335e5,6.717e4,249.869,0.987,9.803,443.919,341.107,5.06,1.414e4,10.807,23.232,0.451,0.31,0.033,0.108,0.451,0.014,0.073,1.943e-4,0,0,0,0,1.062e-7,0,0,12.181,962.388,0.001,338.681,0.154,1.897e7,20.32,324.293,0.017,0.046,0.006,1589.487
0.536,14.555,434.555,53.423,53.634,95.484,95.926,1.284,1.042e-6,1.284,90,4.747,9.199,43.47,-80.54,0.077,0,0.009,-2.808e-6,85,90,1.334e5,6.708e4,249.833,0.986,9.803,443.845,341.193,5.052,1.413e4,10.8,24.63,0.449,0.308,0.033,0.108,0.449,0.017,0.088,-2.296e-5,0,0,0,0,2.66e-7,0,0,12.175,962.284,0.001,338.677,0.158,1.955e7,20.32,324.293,0.004,0.046,0.006,1689.851
0.54,14.79,434.79,53.841,54.053,95.463,95.905,1.305,1.175e-6,1.305,90,4.787,9.197,43.47,-80.54,0.081,0,0.01,-6.253e-6,85,90,1.334e5,6.705e4,249.823,0.986,9.803,443.827,341.216,5.05,1.412e4,10.798,25.012,0.449,0.308,0.033,0.108,0.449,0.018,0.091,-2.953e-4,0,0,0,0,3.263e-7,0,0,12.174,962.256,0.001,338.676,0.16,1.971e7,20.32,324.293,0.007,0.047,0.006,1716.356
0.547,15.145,435.145,54.467,54.682,95.363,95.805,1.337,1.392e-6,1.337,90,4.847,9.187,43.47,-80.54,0.085,0,0.011,-8.026e-6,85,90,1.333e5,6.7e4,249.808,0.986,9.803,443.801,341.274,5.046,1.41e4,10.788,25.601,0.449,0.308,0.033,0.108,0.449,0.019,0.096,-8.763e-5,0,0,0,0,4.342e-7,0,0,12.172,962.215,0.001,338.675,0.161,1.994e7,20.32,324.293,0.01,0.047,0.006,1756.474
0.556,15.686,435.686,55.405,55.625,95.213,95.653,1.385,1.756e-6,1.385,90,4.938,9.173,43.47,-80.54,0.092,0,0.014,-4.957e-6,85,90,1.333e5,6.693e4,249.785,0.985,9.803,443.763,341.361,5.039,1.408e4,10.773,26.497,0.45,0.308,0.033,0.109,0.45,0.021,0.105,-2.563e-4,0,0,0,0,6.414e-7,0,0,12.168,962.151,0.001,338.673,0.164,2.028e7,20.32,324.293,0.004,0.048,0.006,1817.434
