# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
47.506,2.11e4,2.152e4,201.692,210.285,-10.165,10.166,3116.209,7.479,3116.218,89.862,59.501,0.148,43.47,-80.501,0.014,0,0.74,-0.007,73.577,89.726,6.634e4,0,189.447,0.64,9.739,449.729,324.084,6.183,0,0,29.073,0.589,0.36,0.066,0.162,0.589,0.003,0.021,9.626e-5,0,0,0,0,1.266e-4,0,0,-54.98,43.138,6.888e-5,297.981,0.706,5.526e6,20.32,324.293,0.05,0.691,0.023,1522.969
47.556,2.111e4,2.153e4,201.184,209.796,-10.162,10.163,3119.183,7.493,3119.192,89.862,59.494,0.147,43.47,-80.501,0.014,0,0.743,-0.01,73.54,89.725,6.634e4,0,189.447,0.64,9.739,449.627,324.084,6.178,0,0,28.883,0.588,0.36,0.066,0.162,0.588,0.003,0.021,-4.804e-5,0,0,0,0,1.283e-4,0,0,-54.97,43.072,6.877e-5,297.987,0.704,5.504e6,20.32,324.293,0.05,0.691,0.023,1513.514
47.606,2.112e4,2.154e4,200.676,209.307,-10.159,10.16,3122.158,7.507,3122.167,89.862,59.487,0.147,43.47,-80.501,0.014,0,0.747,-0.012,73.503,89.725,6.634e4,0,189.447,0.64,9.739,449.53,324.084,6.174,0,0,28.694,0.588,0.361,0.066,0.162,0.588,0.003,0.021,-4.847e-4,0,0,0,0,1.3e-4,0,0,-54.96,43.007,6.867e-5,297.993,0.702,5.482e6,20.32,324.293,0.05,0.691,0.023,1504.107
47.656,2.113e4,2.155e4,200.168,208.818,-10.156,10.157,3125.132,7.521,3125.141,89.862,59.479,0.146,43.47,-80.501,0.015,0,0.75,-0.014,73.465,89.724,6.634e4,0,189.447,0.64,9.739,449.442,324.084,6.169,0,0,28.507,0.588,0.361,0.066,0.162,0.588,0.004,0.022,-2.306e-4,0,0,0,0,1.317e-4,0,0,-54.95,42.942,6.856e-5,297.999,0.701,5.461e6,20.32,324.293,0.05,0.691,0.023,1494.748
47.706,2.114e4,2.156e4,199.66,208.329,-10.153,10.155,3128.106,7.536,3128.115,89.862,59.472,0.145,43.47,-80.501,0.015,0,0.753,-0.016,73.428,89.724,6.634e4,0,189.447,0.64,9.739,449.361,324.084,6.165,0,0,28.321,0.588,0.361,0.065,0.161,0.588,0.004,0.022,-1.569e-4,0,0,0,0,1.335e-4,0,0,-54.94,42.877,6.845e-5,298.005,0.699,5.439e6,20.32,324.293,0.05,0.692,0.023,1485.436
47.756,2.115e4,2.157e4,199.152,207.841,-10.151,10.152,3131.079,7.55,3131.088,89.862,59.465,0.145,43.47,-80.501,0.015,0,0.756,-0.017,73.39,89.723,6.634e4,0,189.447,0.64,9.739,449.285,324.084,6.161,0,0,28.136,0.588,0.362,0.065,0.161,0.588,0.004,0.023,8.708e-5,0,0,0,0,1.353e-4,0,0,-54.93,42.812,6.834e-5,298.011,0.697,5.418e6,20.32,324.293,0.05,0.692,0.023,1476.173
47.806,2.116e4,2.158e4,198.645,207.352,-10.148,10.149,3134.052,7.564,3134.061,89.862,59.458,0.144,43.47,-80.501,0.016,0,0.76,-0.018,73.352,89.723,6.634e4,0,189.447,0.64,9.739,449.216,324.084,6.158,0,0,27.953,0.588,0.362,0.065,0.161,0.588,0.004,0.023,3.679e-4,0,0,0,0,1.371e-4,0,0,-54.92,42.747,6.824e-5,298.017,0.696,5.397e6,20.32,324.293,0.05,0.692,0.023,1466.956
47.856,2.117e4,2.159e4,198.138,206.864,-10.145,10.146,3137.025,7.579,3137.034,89.862,59.45,0.144,43.47,-80.501,0.016,0,0.763,-0.02,73.314,89.723,6.634e4,0,189.447,0.64,9.739,449.152,324.084,6.155,0,0,27.771,0.587,0.362,0.065,0.161,0.587,0.004,0.024,5.307e-5,0,0,0,0,1.39e-4,0,0,-54.91,42.682,6.813e-5,298.023,0.694,5.375e6,20.32,324.293,0.05,0.692,0.023,1457.787
47.906,2.118e4,2.16e4,197.63,206.376,-10.142,10.143,3139.997,7.593,3140.006,89.861,59.443,0.143,43.47,-80.501,0.016,0,0.766,-0.02,73.276,89.722,6.634e4,0,189.447,0.64,9.739,449.094,324.084,6.152,0,0,27.59,0.587,0.363,0.064,0.16,0.587,0.004,0.024,4.084e-4,0,0,0,0,1.409e-4,0,0,-54.901,42.618,6.803e-5,298.029,0.692,5.354e6,20.32,324.293,0.05,0.693,0.023,1448.665
47.956,2.119e4,2.161e4,197.123,205.889,-10.14,10.141,3142.969,7.607,3142.978,89.861,59.436,0.143,43.47,-80.501,0.017,0,0.77,-0.021,73.238,89.722,6.634e4,0,189.447,0.64,9.739,449.042,324.084,6.149,0,0,27.41,0.587,0.363,0.064,0.16,0.587,0.004,0.024,3.821e-4,0,0,0,0,1.429e-4,0,0,-54.891,42.554,6.792e-5,298.035,0.691,5.333e6,20.32,324.293,0.05,0.693,0.023,1439.589
48.006,2.12e4,2.162e4,196.616,205.402,-10.137,10.138,3145.941,7.622,3145.95,89.861,59.429,0.142,43.47,-80.501,0.017,0,0.773,-0.022,73.199,89.721,6.634e4,0,189.447,0.64,9.739,448.992,324.084,6.147,0,0,27.231,0.587,0.363,0.064,0.16,0.587,0.004,0.024,-3.749e-6,0,0,0,0,1.448e-4,0,0,-54.881,42.49,6.782e-5,298.041,0.689,5.312e6,20.32,324.293,0.05,0.693,0.023,1430.56
48.056,2.121e4,2.163e4,196.11,204.914,-10.134,10.135,3148.912,7.636,3148.921,89.861,59.422,0.142,43.47,-80.501,0.017,0,0.777,-0.022,73.16,89.721,6.634e4,0,189.447,0.64,9.739,448.948,324.084,6.145,0,0,27.053,0.587,0.364,0.064,0.159,0.587,0.004,0.025,-1.795e-4,0,0,0,0,1.469e-4,0,0,-54.871,42.426,6.771e-5,298.047,0.688,5.291e6,20.32,324.293,0.05,0.693,0.022,1421.577
48.106,2.122e4,2.164e4,195.603,204.428,-10.132,10.133,3151.883,7.65,3151.892,89.861,59.415,0.141,43.47,-80.501,0.018,0,0.78,-0.022,73.121,89.721,6.634e4,0,189.447,0.64,9.739,448.91,324.084,6.143,0,0,26.876,0.587,0.364,0.064,0.159,0.587,0.004,0.026,2.489e-4,0,0,0,0,1.489e-4,0,0,-54.861,42.362,6.761e-5,298.053,0.686,5.27e6,20.32,324.293,0.05,0.694,0.022,1412.64
48.156,2.123e4,2.165e4,195.096,203.941,-10.129,10.13,3154.853,7.665,3154.863,89.861,59.408,0.141,43.47,-80.501,0.018,0,0.784,-0.022,73.082,89.72,6.634e4,0,189.447,0.64,9.739,448.877,324.084,6.141,0,0,26.701,0.587,0.364,0.063,0.159,0.587,0.004,0.026,-4.471e-4,0,0,0,0,1.51e-4,0,0,-54.851,42.298,6.75e-5,298.059,0.684,5.249e6,20.32,324.293,0.05,0.694,0.022,1403.75
48.206,2.124e4,2.166e4,194.59,203.454,-10.126,10.127,3157.824,7.679,3157.833,89.861,59.401,0.14,43.47,-80.501,0.018,0,0.788,-0.022,73.043,89.72,6.634e4,0,189.447,0.64,9.738,448.851,324.084,6.14,0,0,26.526,0.586,0.365,0.063,0.159,0.586,0.004,0.027,-6.547e-5,0,0,0,0,1.532e-4,0,0,-54.842,42.235,6.74e-5,298.065,0.683,5.229e6,20.32,324.293,0.05,0.694,0.022,1394.904
48.256,2.125e4,2.167e4,194.084,202.968,-10.124,10.125,3160.793,7.694,3160.803,89.861,59.394,0.14,43.47,-80.501,0.019,0,0.791,-0.021,73.003,89.72,6.634e4,0,189.447,0.64,9.738,448.83,324.084,6.139,0,0,26.353,0.586,0.365,0.063,0.158,0.586,0.004,0.027,4.995e-5,0,0,0,0,1.554e-4,0,0,-54.832,42.172,6.729e-5,298.071,0.681,5.208e6,20.32,324.293,0.05,0.694,0.022,1386.105
48.306,2.126e4,2.168e4,193.578,202.482,-10.121,10.122,3163.763,7.708,3163.772,89.86,59.387,0.139,43.47,-80.501,0.019,0,0.795,-0.02,72.964,89.72,6.634e4,0,189.447,0.64,9.738,448.814,324.084,6.138,0,0,26.18,0.586,0.365,0.063,0.158,0.586,0.005,0.028,-2.716e-4,0,0,0,0,1.576e-4,0,0,-54.822,42.109,6.719e-5,298.077,0.679,5.187e6,20.32,324.293,0.05,0.695,0.022,1377.351
48.356,2.127e4,2.169e4,193.072,201.997,-10.119,10.119,3166.732,7.723,3166.741,89.86,59.38,0.139,43.47,-80.501,0.019,0,0.799,-0.019,72.924,89.719,6.634e4,0,189.447,0.64,9.738,448.804,324.084,6.138,0,0,26.009,0.586,0.366,0.062,0.158,0.586,0.005,0.028,-1.422e-4,0,0,0,0,1.599e-4,0,0,-54.813,42.046,6.709e-5,298.082,0.678,5.167e6,20.32,324.293,0.05,0.695,0.022,1368.641
48.406,2.128e4,2.17e4,192.566,201.511,-10.116,10.117,3169.701,7.737,3169.71,89.86,59.373,0.138,43.47,-80.501,0.02,0,0.803,-0.018,72.884,89.719,6.634e4,0,189.447,0.64,9.738,448.797,324.084,6.137,0,0,25.838,0.586,0.366,0.062,0.158,0.586,0.005,0.029,-3.4e-4,0,0,0,0,1.623e-4,0,0,-54.803,41.983,6.698e-5,298.088,0.676,5.146e6,20.32,324.293,0.05,0.695,0.022,1359.977
48.456,2.129e4,2.171e4,192.06,201.026,-10.113,10.114,3172.669,7.752,3172.679,89.86,59.366,0.138,43.47,-80.501,0.02,0,0.807,-0.017,72.843,89.719,6.634e4,0,189.447,0.64,9.738,448.794,324.084,6.137,0,0,25.669,0.586,0.366,0.062,0.157,0.586,0.005,0.029,-1.712e-4,0,0,0,0,1.646e-4,0,0,-54.793,41.92,6.688e-5,298.094,0.674,5.126e6,20.32,324.293,0.05,0.695,0.022,1351.357
48.506,2.13e4,2.172e4,191.554,200.541,-10.111,10.112,3175.637,7.766,3175.647,89.86,59.359,0.137,43.47,-80.501,0.02,0,0.811,-0.015,72.803,89.719,6.634e4,0,189.447,0.64,9.738,448.794,324.084,6.137,0,0,25.501,0.586,0.367,0.062,0.157,0.586,0.005,0.029,2.523e-4,0,0,0,0,1.671e-4,0,0,-54.784,41.858,6.678e-5,298.1,0.673,5.105e6,20.32,324.293,0.05,0.696,0.022,1342.782
48.556,2.131e4,2.173e4,191.049,200.056,-10.108,10.109,3178.605,7.781,3178.615,89.86,59.352,0.137,43.47,-80.501,0.021,0,0.815,-0.014,72.762,89.719,6.634e4,0,189.447,0.64,9.738,448.796,324.084,6.137,0,0,25.333,0.585,0.367,0.062,0.157,0.585,0.005,0.03,2.937e-4,0,0,0,0,1.695e-4,0,0,-54.774,41.796,6.668e-5,298.106,0.671,5.085e6,20.32,324.293,0.05,0.696,0.022,1334.252
48.606,2.132e4,2.174e4,190.544,199.571,-10.106,10.107,3181.572,7.795,3181.582,89.86,59.346,0.136,43.47,-80.501,0.021,0,0.819,-0.012,72.722,89.718,6.634e4,0,189.447,0.64,9.738,448.8,324.084,6.138,0,0,25.167,0.585,0.367,0.061,0.157,0.585,0.005,0.031,-1.482e-4,0,0,0,0,1.721e-4,0,0,-54.765,41.734,6.657e-5,298.112,0.669,5.065e6,20.32,324.293,0.05,0.696,0.022,1325.765
48.656,2.132e4,2.174e4,190.038,199.087,-10.103,10.104,3184.539,7.81,3184.549,89.859,59.339,0.136,43.47,-80.501,0.021,0,0.823,-0.011,72.68,89.718,6.634e4,0,189.447,0.64,9.738,448.806,324.084,6.138,0,0,25.002,0.585,0.368,0.061,0.156,0.585,0.005,0.031,-3.25e-4,0,0,0,0,1.746e-4,0,0,-54.755,41.672,6.647e-5,298.117,0.668,5.045e6,20.32,324.293,0.05,0.696,0.022,1317.322
48.706,2.133e4,2.175e4,189.533,198.603,-10.101,10.102,3187.506,7.824,3187.516,89.859,59.332,0.135,43.47,-80.501,0.022,0,0.827,-0.009,72.639,89.718,6.634e4,0,189.447,0.64,9.738,448.813,324.084,6.138,0,0,24.838,0.585,0.368,0.061,0.156,0.585,0.005,0.032,-3.494e-4,0,0,0,0,1.772e-4,0,0,-54.746,41.61,6.637e-5,298.123,0.666,5.024e6,20.32,324.293,0.05,0.697,0.022,1308.924
48.756,2.134e4,2.176e4,189.028,198.119,-10.098,10.099,3190.473,7.839,3190.482,89.859,59.325,0.134,43.47,-80.5,0.022,0,0.831,-0.007,72.598,89.718,6.634e4,0,189.447,0.64,9.738,448.821,324.084,6.139,0,0,24.674,0.585,0.368,0.061,0.156,0.585,0.005,0.032,4.238e-5,0,0,0,0,1.799e-4,0,0,-54.736,41.548,6.627e-5,298.129,0.665,5.004e6,20.32,324.293,0.05,0.697,0.022,1300.568
48.806,2.135e4,2.177e4,188.523,197.635,-10.096,10.097,3193.439,7.853,3193.448,89.859,59.319,0.134,43.47,-80.5,0.022,0,0.835,-0.005,72.556,89.718,6.634e4,0,189.447,0.64,9.738,448.829,324.084,6.139,0,0,24.512,0.585,0.369,0.061,0.156,0.585,0.005,0.032,-1.006e-4,0,0,0,0,1.826e-4,0,0,-54.727,41.487,6.617e-5,298.134,0.663,4.984e6,20.32,324.293,0.05,0.697,0.022,1292.256
48.856,2.136e4,2.178e4,188.019,197.152,-10.093,10.094,3196.404,7.868,3196.414,89.859,59.312,0.133,43.47,-80.5,0.022,0,0.84,-0.004,72.514,89.718,6.634e4,0,189.447,0.64,9.738,448.838,324.084,6.139,0,0,24.351,0.585,0.369,0.06,0.155,0.585,0.005,0.033,1.085e-4,0,0,0,0,1.853e-4,0,0,-54.717,41.426,6.607e-5,298.14,0.661,4.965e6,20.32,324.293,0.05,0.698,0.022,1283.987
48.906,2.137e4,2.179e4,187.514,196.669,-10.091,10.092,3199.37,7.883,3199.38,89.859,59.305,0.133,43.47,-80.5,0.023,0,0.844,-0.002,72.472,89.718,6.634e4,0,189.447,0.64,9.738,448.847,324.084,6.14,0,0,24.19,0.585,0.369,0.06,0.155,0.585,0.005,0.033,-1.878e-4,0,0,0,0,1.881e-4,0,0,-54.708,41.364,6.597e-5,298.146,0.66,4.945e6,20.32,324.293,0.05,0.698,0.022,1275.762
48.956,2.138e4,2.18e4,187.01,196.186,-10.089,10.089,3202.335,7.897,3202.345,89.859,59.299,0.132,43.47,-80.5,0.023,0,0.848,1.842e-4,72.43,89.717,6.634e4,0,189.447,0.64,9.738,448.856,324.084,6.14,0,0,24.031,0.585,0.37,0.06,0.155,0.585,0.006,0.033,1.67e-4,0,0,0,0,1.91e-4,0,0,-54.699,41.303,6.587e-5,298.152,0.658,4.925e6,20.32,324.293,0.05,0.698,0.022,1267.579
49.006,2.139e4,2.181e4,186.505,195.703,-10.086,10.087,3205.3,7.912,3205.309,89.859,59.292,0.132,43.47,-80.5,0.023,0,0.852,0.002,72.387,89.717,6.634e4,0,189.447,0.64,9.738,448.865,324.084,6.141,0,0,23.872,0.584,0.37,0.06,0.155,0.584,0.006,0.034,-3.38e-4,0,0,0,0,1.939e-4,0,0,-54.689,41.243,6.577e-5,298.157,0.656,4.905e6,20.32,324.293,0.05,0.699,0.022,1259.438
49.056,2.14e4,2.182e4,186.001,195.221,-10.084,10.085,3208.264,7.926,3208.274,89.858,59.285,0.131,43.47,-80.5,0.024,0,0.857,0.004,72.345,89.717,6.634e4,0,189.447,0.64,9.738,448.874,324.084,6.141,0,0,23.715,0.584,0.37,0.06,0.154,0.584,0.006,0.034,4.72e-4,0,0,0,0,1.968e-4,0,0,-54.68,41.182,6.567e-5,298.163,0.655,4.886e6,20.32,324.293,0.05,0.699,0.021,1251.34
49.106,2.141e4,2.183e4,185.497,194.738,-10.081,10.082,3211.228,7.941,3211.238,89.858,59.279,0.131,43.47,-80.5,0.024,0,0.861,0.006,72.302,89.717,6.634e4,0,189.447,0.64,9.738,448.881,324.084,6.142,0,0,23.558,0.584,0.371,0.059,0.154,0.584,0.006,0.035,-4.316e-4,0,0,0,0,1.997e-4,0,0,-54.671,41.122,6.557e-5,298.168,0.653,4.866e6,20.32,324.293,0.05,0.699,0.021,1243.284
49.156,2.142e4,2.184e4,184.993,194.256,-10.079,10.08,3214.192,7.956,3214.202,89.858,59.272,0.13,43.47,-80.5,0.024,0,0.865,0.007,72.259,89.717,6.634e4,0,189.447,0.64,9.738,448.887,324.084,6.142,0,0,23.403,0.584,0.371,0.059,0.154,0.584,0.006,0.035,-4.418e-4,0,0,0,0,2.028e-4,0,0,-54.661,41.061,6.547e-5,298.174,0.651,4.846e6,20.32,324.293,0.05,0.7,0.021,1235.271
49.206,2.143e4,2.185e4,184.489,193.775,-10.077,10.078,3217.155,7.97,3217.165,89.858,59.266,0.13,43.47,-80.5,0.024,0,0.87,0.009,72.215,89.717,6.634e4,0,189.447,0.64,9.738,448.892,324.084,6.142,0,0,23.248,0.584,0.371,0.059,0.154,0.584,0.006,0.036,4.765e-4,0,0,0,0,2.058e-4,0,0,-54.652,41.001,6.537e-5,298.18,0.65,4.827e6,20.32,324.293,0.05,0.7,0.021,1227.299
49.256,2.144e4,2.186e4,183.985,193.293,-10.074,10.075,3220.118,7.985,3220.128,89.858,59.259,0.129,43.47,-80.5,0.025,0,0.874,0.011,72.172,89.717,6.634e4,0,189.447,0.64,9.738,448.895,324.084,6.142,0,0,23.094,0.584,0.372,0.059,0.153,0.584,0.006,0.036,3.085e-6,0,0,0,0,2.089e-4,0,0,-54.643,40.941,6.527e-5,298.185,0.648,4.808e6,20.32,324.293,0.05,0.7,0.021,1219.369
49.306,2.145e4,2.187e4,183.481,192.812,-10.072,10.073,3223.081,8,3223.091,89.858,59.253,0.129,43.47,-80.5,0.025,0,0.878,0.012,72.128,89.716,6.634e4,0,189.447,0.64,9.738,448.895,324.084,6.142,0,0,22.942,0.584,0.372,0.059,0.153,0.584,0.006,0.036,-1.732e-4,0,0,0,0,2.12e-4,0,0,-54.634,40.881,6.517e-5,298.191,0.647,4.788e6,20.32,324.293,0.05,0.7,0.021,1211.48
49.356,2.146e4,2.188e4,182.978,192.331,-10.07,10.071,3226.044,8.015,3226.053,89.858,59.246,0.128,43.47,-80.5,0.025,0,0.883,0.013,72.084,89.716,6.634e4,0,189.447,0.64,9.738,448.892,324.084,6.142,0,0,22.79,0.584,0.372,0.059,0.153,0.584,0.006,0.037,1.303e-4,0,0,0,0,2.152e-4,0,0,-54.625,40.822,6.508e-5,298.196,0.645,4.769e6,20.32,324.293,0.05,0.701,0.021,1203.633
49.406,2.146e4,2.188e4,182.474,191.85,-10.068,10.068,3229.006,8.029,3229.016,89.858,59.24,0.128,43.47,-80.5,0.025,0,0.887,0.014,72.04,89.716,6.634e4,0,189.447,0.64,9.738,448.885,324.084,6.142,0,0,22.639,0.584,0.373,0.058,0.153,0.584,0.006,0.037,4.171e-4,0,0,0,0,2.184e-4,0,0,-54.615,40.762,6.498e-5,298.202,0.643,4.75e6,20.32,324.293,0.05,0.701,0.021,1195.827
49.456,2.147e4,2.189e4,181.971,191.369,-10.065,10.066,3231.967,8.044,3231.977,89.857,59.234,0.127,43.47,-80.5,0.026,0,0.891,0.016,71.995,89.716,6.634e4,0,189.447,0.64,9.738,448.875,324.084,6.141,0,0,22.489,0.584,0.373,0.058,0.153,0.584,0.006,0.037,1.547e-4,0,0,0,0,2.217e-4,0,0,-54.606,40.703,6.488e-5,298.207,0.642,4.731e6,20.32,324.293,0.05,0.701,0.021,1188.062
49.506,2.148e4,2.19e4,181.468,190.889,-10.063,10.064,3234.929,8.059,3234.939,89.857,59.227,0.127,43.47,-80.5,0.026,0,0.896,0.016,71.95,89.716,6.634e4,0,189.447,0.64,9.738,448.863,324.084,6.141,0,0,22.34,0.584,0.373,0.058,0.152,0.584,0.006,0.037,-4.472e-5,0,0,0,0,2.25e-4,0,0,-54.597,40.644,6.479e-5,298.213,0.64,4.712e6,20.32,324.293,0.05,0.702,0.021,1180.337
49.556,2.149e4,2.191e4,180.965,190.409,-10.061,10.062,3237.89,8.074,3237.9,89.857,59.221,0.127,43.47,-80.5,0.026,0,0.9,0.017,71.905,89.716,6.634e4,0,189.447,0.64,9.738,448.847,324.084,6.14,0,0,22.192,0.584,0.374,0.058,0.152,0.584,0.006,0.038,2.68e-4,0,0,0,0,2.284e-4,0,0,-54.588,40.585,6.469e-5,298.218,0.638,4.693e6,20.32,324.293,0.05,0.702,0.021,1172.654
49.606,2.15e4,2.192e4,180.462,189.929,-10.059,10.059,3240.851,8.088,3240.861,89.857,59.215,0.126,43.47,-80.5,0.026,0,0.905,0.018,71.86,89.715,6.634e4,0,189.447,0.64,9.738,448.828,324.084,6.139,0,0,22.045,0.584,0.374,0.058,0.152,0.584,0.006,0.038,-1.963e-4,0,0,0,0,2.318e-4,0,0,-54.579,40.526,6.459e-5,298.224,0.637,4.674e6,20.32,324.293,0.05,0.702,0.021,1165.01
49.656,2.151e4,2.193e4,179.959,189.449,-10.056,10.057,3243.811,8.103,3243.822,89.857,59.208,0.126,43.47,-80.5,0.027,0,0.909,0.018,71.815,89.715,6.634e4,0,189.447,0.64,9.738,448.806,324.084,6.138,0,0,21.899,0.583,0.374,0.057,0.152,0.583,0.006,0.039,1.669e-4,0,0,0,0,2.353e-4,0,0,-54.57,40.467,6.45e-5,298.229,0.635,4.655e6,20.32,324.293,0.05,0.702,0.021,1157.407
49.706,2.152e4,2.194e4,179.456,188.969,-10.054,10.055,3246.772,8.118,3246.782,89.857,59.202,0.125,43.47,-80.5,0.027,0,0.913,0.018,71.769,89.715,6.634e4,0,189.447,0.64,9.738,448.78,324.084,6.137,0,0,21.753,0.583,0.375,0.057,0.151,0.583,0.006,0.039,4.153e-4,0,0,0,0,2.388e-4,0,0,-54.561,40.409,6.44e-5,298.235,0.634,4.636e6,20.32,324.293,0.05,0.703,0.021,1149.844
49.756,2.153e4,2.195e4,178.954,188.49,-10.052,10.053,3249.732,8.133,3249.742,89.857,59.196,0.125,43.47,-80.5,0.027,0,0.918,0.018,71.724,89.715,6.634e4,0,189.447,0.64,9.738,448.751,324.084,6.135,0,0,21.609,0.583,0.375,0.057,0.151,0.583,0.006,0.039,-4.781e-4,0,0,0,0,2.424e-4,0,0,-54.552,40.35,6.43e-5,298.24,0.632,4.617e6,20.32,324.293,0.05,0.703,0.021,1142.321
49.806,2.154e4,2.196e4,178.451,188.011,-10.05,10.051,3252.691,8.148,3252.701,89.856,59.19,0.124,43.47,-80.5,0.028,0,0.922,0.018,71.678,89.714,6.634e4,0,189.447,0.64,9.738,448.719,324.084,6.134,0,0,21.465,0.583,0.375,0.057,0.151,0.583,0.007,0.04,-3.949e-5,0,0,0,0,2.46e-4,0,0,-54.543,40.292,6.421e-5,298.246,0.63,4.598e6,20.32,324.293,0.05,0.703,0.021,1134.838
49.856,2.155e4,2.197e4,177.949,187.532,-10.048,10.048,3255.651,8.163,3255.661,89.856,59.183,0.124,43.47,-80.5,0.028,0,0.927,0.018,71.631,89.714,6.634e4,0,189.447,0.64,9.738,448.683,324.084,6.132,0,0,21.322,0.583,0.376,0.057,0.151,0.583,0.007,0.04,-1.121e-4,0,0,0,0,2.497e-4,0,0,-54.534,40.234,6.411e-5,298.251,0.629,4.58e6,20.32,324.293,0.05,0.703,0.021,1127.394
49.906,2.155e4,2.197e4,177.446,187.054,-10.046,10.046,3258.609,8.177,3258.62,89.856,59.177,0.123,43.47,-80.5,0.028,0,0.931,0.018,71.585,89.714,6.634e4,0,189.447,0.64,9.738,448.644,324.084,6.13,0,0,21.18,0.583,0.376,0.057,0.15,0.583,0.007,0.041,-3.539e-4,0,0,0,0,2.534e-4,0,0,-54.525,40.176,6.402e-5,298.256,0.627,4.561e6,20.32,324.293,0.05,0.704,0.021,1119.99
49.956,2.156e4,2.198e4,176.944,186.575,-10.043,10.044,3261.568,8.192,3261.578,89.856,59.171,0.123,43.47,-80.5,0.028,0,0.936,0.017,71.538,89.713,6.634e4,0,189.447,0.64,9.738,448.603,324.084,6.128,0,0,21.039,0.583,0.376,0.056,0.15,0.583,0.007,0.041,-4.442e-4,0,0,0,0,2.572e-4,0,0,-54.517,40.119,6.392e-5,298.262,0.626,4.543e6,20.32,324.293,0.05,0.704,0.021,1112.625
50.006,2.157e4,2.199e4,176.442,186.097,-10.041,10.042,3264.527,8.207,3264.537,89.856,59.165,0.122,43.47,-80.5,0.029,0,0.941,0.016,71.491,89.713,6.634e4,0,189.447,0.64,9.737,448.558,324.084,6.126,0,0,20.898,0.583,0.377,0.056,0.15,0.583,0.007,0.041,2.252e-4,0,0,0,0,2.611e-4,0,0,-54.508,40.061,6.383e-5,298.267,0.624,4.524e6,20.32,324.293,0.05,0.704,0.021,1105.299
50.056,2.158e4,2.2e4,175.94,185.62,-10.039,10.04,3267.485,8.222,3267.495,89.856,59.159,0.122,43.47,-80.5,0.029,0,0.945,0.016,71.444,89.713,6.634e4,0,189.447,0.64,9.737,448.511,324.084,6.123,0,0,20.759,0.583,0.377,0.056,0.15,0.583,0.007,0.042,-1.542e-4,0,0,0,0,2.65e-4,0,0,-54.499,40.004,6.374e-5,298.273,0.622,4.506e6,20.32,324.293,0.05,0.705,0.02,1098.025
50.106,2.159e4,2.201e4,175.438,185.142,-10.037,10.038,3270.442,8.237,3270.453,89.856,59.153,0.121,43.47,-80.499,0.029,0,0.95,0.015,71.397,89.712,6.634e4,0,189.447,0.64,9.737,448.46,324.084,6.121,0,0,20.622,0.583,0.377,0.056,0.149,0.583,0.007,0.042,1.985e-4,0,0,0,0,2.689e-4,0,0,-54.49,39.952,6.365e-5,298.278,0.621,4.488e6,20.32,324.293,0.05,0.705,0.02,1090.897
50.156,2.16e4,2.202e4,174.936,184.665,-10.035,10.036,3273.4,8.252,3273.41,89.856,59.147,0.121,43.47,-80.499,0.03,0,0.954,0.014,71.349,89.712,6.634e4,0,189.447,0.64,9.737,448.409,324.084,6.118,0,0,20.486,0.583,0.378,0.056,0.149,0.583,0.007,0.043,3.422e-4,0,0,0,0,2.73e-4,0,0,-54.481,39.899,6.356e-5,298.283,0.619,4.47e6,20.32,324.293,0.05,0.705,0.02,1083.806
50.206,2.161e4,2.203e4,174.434,184.187,-10.033,10.034,3276.357,8.267,3276.367,89.855,59.141,0.12,43.47,-80.499,0.03,0,0.959,0.012,71.301,89.712,6.634e4,0,189.447,0.64,9.737,448.355,324.084,6.116,0,0,20.351,0.583,0.378,0.056,0.149,0.583,0.007,0.043,2.075e-4,0,0,0,0,2.771e-4,0,0,-54.473,39.847,6.348e-5,298.288,0.617,4.453e6,20.32,324.293,0.05,0.705,0.02,1076.752
