# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0,0,420,0,0,0,0,0,0,0,0,0,0,47.99,-81.87,0,0,0,0,82,90,1.101e5,4.936e4,170.357,0.819,9.808,NaN,322.023,NaN,0,0,0,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0,0,20.32,324.293,0.002,0.005,0
0.002,0,420,0,0,0,0,0,0,0,0,0,0,47.99,-81.87,0,0,0,0,82,90,1.101e5,4.935e4,170.356,0.819,9.808,NaN,322.033,NaN,275,0.255,0,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0,0,20.32,324.293,0.002,0.008,0
0.004,0,420,0,0,0,0,0,0,0,0,0,0,47.99,-81.87,0,0,0,0,82,90,1.1e5,4.934e4,170.356,0.819,9.808,NaN,322.043,NaN,550,0.51,0,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0,0,20.32,324.293,0.002,0.009,0
0.006,0,420,0,0,0,0,0,0,0,0,0,0,47.99,-81.87,0,0,0,0,82,90,1.1e5,4.933e4,170.355,0.819,9.808,NaN,322.053,NaN,825,0.764,0,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0,0,20.32,324.293,0.002,0.01,0
0.008,0,420,3.094e-5,4.648e-4,0.093,1.395,0,0,0,0,4.638e-4,1.391,47.99,-81.87,0,0,0,0,82,90,1.1e5,4.932e4,170.354,0.819,9.808,NaN,322.063,NaN,1100,1.019,6.967e-9,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,1.372e-6,155.386,20.32,324.293,0.002,0.011,6.771e-8
0.01,1.898e-6,420,0.003,0.004,2.569,3.103,3.942e-6,0,3.942e-6,90,0.004,1.739,47.99,-81.87,0,0,0,0,82,90,1.1e5,4.931e4,170.354,0.819,9.808,NaN,322.072,NaN,1375,1.274,6.504e-7,1.69,1.562,0.023,0.105,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,1.326e-5,1501.388,20.32,324.293,0.002,0.012,5.864e-7
0.012,1.407e-5,420,0.01,0.013,5.046,5.461,1.484e-5,0,1.484e-5,90,0.007,2.088,47.99,-81.87,27.754,0,0,0,82,90,1.1e5,4.93e4,170.353,0.819,9.808,NaN,322.082,NaN,1650,1.529,6.045e-6,1.69,1.562,0.023,0.105,1.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,3.75e-5,4245.876,20.32,324.293,0.002,0.014,1.478e-6
0.014,4.643e-5,420,0.023,0.026,7.523,7.908,3.409e-5,0,3.409e-5,90,0.012,2.436,47.99,-81.87,19.571,0,0,0,82,90,1.1e5,4.929e4,170.353,0.819,9.808,NaN,322.092,NaN,1925,1.784,2.772e-5,1.69,1.562,0.023,0.105,2.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,7.619e-5,8626.884,20.32,324.293,0.002,0.016,2.832e-6
0.016,1.089e-4,420,0.04,0.044,10.001,10.381,6.309e-5,0,6.309e-5,90,0.017,2.784,47.99,-81.87,15.018,0,0,0,82,90,1.1e5,4.928e4,170.352,0.819,9.808,NaN,322.102,NaN,2200,2.04,7.077e-5,1.494,1.366,0.023,0.105,1.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,1.296e-4,1.467e4,20.32,324.293,0.002,0.017,4.671e-6
0.018,2.113e-4,420,0.063,0.067,12.479,12.866,1.032e-4,0,1.032e-4,90,0.023,3.132,47.99,-81.87,12.156,0,0,0,82,90,1.1e5,4.927e4,170.352,0.819,9.808,NaN,322.112,NaN,2475,2.295,1.398e-4,1.316,1.188,0.023,0.105,1.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,1.977e-4,2.239e4,20.32,324.293,0.002,0.018,7e-6
0.02,3.637e-4,420,0.09,0.095,14.958,15.357,1.559e-4,0,1.559e-4,90,0.03,3.481,47.99,-81.87,10.199,0,0,0,82,90,1.1e5,4.926e4,170.351,0.819,9.808,NaN,322.122,NaN,2750,2.55,2.46e-4,1.194,1.066,0.023,0.105,1.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,2.807e-4,3.178e4,20.32,324.293,0.002,0.019,9.822e-6
0.022,5.892e-4,420.001,0.125,0.13,17.57,17.986,2.264e-4,0,2.264e-4,90,0.037,3.848,47.99,-81.87,8.715,0,0,0,82,90,1.1e5,4.925e4,170.351,0.818,9.808,NaN,322.132,NaN,3039.73,2.819,4.105e-4,1.1,0.972,0.023,0.105,1.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,3.84e-4,4.348e4,20.32,324.293,0.002,0.02,1.333e-5
0.024,8.751e-4,420.001,0.162,0.168,20.049,20.483,3.092e-4,0,3.092e-4,90,0.045,4.196,47.99,-81.87,7.655,0,0,0,82,90,1.099e5,4.924e4,170.352,0.818,9.808,NaN,322.146,NaN,3314.73,3.074,6.299e-4,1.032,0.903,0.023,0.105,1.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,4.973e-4,5.631e4,20.32,324.293,0.002,0.02,1.716e-5
0.026,0.001,420.001,0.205,0.212,22.529,22.983,4.087e-4,0,4.087e-4,90,0.054,4.545,47.99,-81.87,6.824,0,0,0,82,90,1.099e5,4.923e4,170.353,0.818,9.808,NaN,322.16,NaN,3589.73,3.33,9.251e-4,0.977,0.849,0.023,0.105,1.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,6.254e-4,7.081e4,20.32,324.293,0.002,0.021,2.149e-5
0.028,0.002,420.002,0.252,0.26,25.01,25.484,5.264e-4,0,5.264e-4,90,0.064,4.893,47.99,-81.87,6.155,0,0,0,82,90,1.099e5,4.922e4,170.355,0.818,9.808,NaN,322.174,NaN,3864.73,3.585,0.001,0.932,0.803,0.023,0.105,1.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,7.682e-4,8.699e4,20.32,324.293,0.002,0.022,2.632e-5
0.03,0.002,420.002,0.305,0.314,27.491,27.986,6.637e-4,0,6.637e-4,90,0.074,5.242,47.99,-81.87,5.605,0,0,0,82,90,1.099e5,4.921e4,170.356,0.818,9.808,NaN,322.188,NaN,4139.73,3.84,0.002,0.894,0.766,0.023,0.105,0.962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,9.259e-4,1.048e5,20.32,324.293,0.002,0.024,3.164e-5
0.032,0.003,420.003,0.362,0.372,29.972,30.489,8.22e-4,0,8.22e-4,90,0.085,5.591,47.99,-81.87,5.145,0,0,0,82,90,1.099e5,4.92e4,170.358,0.818,9.808,NaN,322.201,NaN,4414.73,4.096,0.002,0.862,0.733,0.023,0.105,0.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0.001,1.244e5,20.32,324.293,0.002,0.025,3.745e-5
0.034,0.004,420.004,0.425,0.435,32.454,32.993,0.001,0,0.001,90,0.096,5.939,47.99,-81.87,4.754,0,0,0,82,90,1.099e5,4.919e4,170.359,0.818,9.808,NaN,322.215,NaN,4689.73,4.351,0.003,0.834,0.705,0.023,0.105,0.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.991,0.001,338.735,0.001,1.456e5,20.32,324.293,0.002,0.026,4.376e-5
0.036,0.005,420.005,0.492,0.504,34.937,35.498,0.001,0,0.001,90,0.108,6.288,47.99,-81.87,4.418,0,0,0,82,90,1.099e5,4.918e4,170.361,0.818,9.808,NaN,322.229,NaN,4964.73,4.607,0.004,0.809,0.681,0.023,0.105,0.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.735,0.001,1.684e5,20.32,324.293,0.002,0.028,5.057e-5
0.038,0.006,420.006,0.564,0.577,37.419,38.004,0.001,0,0.001,90,0.121,6.637,47.99,-81.87,4.127,0,0,0,82,90,1.099e5,4.917e4,170.362,0.818,9.808,NaN,322.243,NaN,5239.73,4.863,0.005,0.787,0.659,0.023,0.105,0.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.002,1.93e5,20.32,324.293,0.002,0.029,5.786e-5
0.04,0.007,420.007,0.642,0.656,39.903,40.51,0.002,0,0.002,90,0.135,6.986,47.99,-81.87,3.871,0,0,0,82,90,1.099e5,4.916e4,170.364,0.818,9.808,NaN,322.257,NaN,5514.73,5.118,0.007,0.768,0.639,0.023,0.105,0.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.002,2.192e5,20.32,324.293,0.002,0.031,6.566e-5
0.042,0.008,420.008,0.724,0.739,42.387,43.017,0.002,0,0.002,90,0.149,7.335,47.99,-81.87,3.646,0,0,0,82,90,1.098e5,4.914e4,170.365,0.818,9.808,NaN,322.271,NaN,5789.73,5.374,0.008,0.75,0.622,0.023,0.105,0.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.002,2.471e5,20.32,324.293,0.002,0.032,7.395e-5
0.044,0.01,420.01,0.818,0.834,45.046,45.701,0.002,0,0.002,90,0.165,7.709,47.99,-81.87,3.431,0,0,0,82,90,1.098e5,4.913e4,170.367,0.818,9.808,NaN,322.286,NaN,6084.082,5.648,0.01,0.733,0.605,0.023,0.105,0.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.002,2.789e5,20.32,324.293,0.002,0.033,8.337e-5
0.046,0.012,420.012,0.91,0.928,47.531,48.209,0.003,0,0.003,90,0.181,8.058,47.99,-81.87,3.253,0,0,0,82,90,1.098e5,4.912e4,170.374,0.818,9.808,NaN,322.311,NaN,6359.082,5.904,0.012,0.719,0.591,0.023,0.105,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.99,0.001,338.734,0.003,3.102e5,20.32,324.293,0.002,0.034,9.269e-5
0.048,0.014,420.014,1.008,1.027,50.016,50.718,0.003,0,0.003,90,0.198,8.407,47.99,-81.87,3.092,0,0,0,82,90,1.098e5,4.911e4,170.381,0.818,9.808,NaN,322.336,NaN,6634.082,6.16,0.015,0.706,0.577,0.023,0.105,0.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.989,0.001,338.734,0.003,3.433e5,20.32,324.293,0.002,0.036,1.025e-4
0.05,0.016,420.016,1.11,1.131,52.502,53.227,0.003,0,0.003,90,0.215,8.757,47.99,-81.87,2.946,0,0,0,82,90,1.098e5,4.91e4,170.388,0.818,9.808,NaN,322.362,NaN,6909.082,6.416,0.017,0.694,0.565,0.023,0.105,0.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.989,0.001,338.734,0.003,3.78e5,20.32,324.293,0.002,0.038,1.128e-4
0.052,0.018,420.018,1.218,1.24,54.988,55.737,0.004,5.24e-9,0.004,90,0.233,9.106,47.99,-81.87,2.813,0,0,0,82,90,1.098e5,4.909e4,170.395,0.818,9.808,NaN,322.387,NaN,7184.082,6.672,0.02,0.682,0.554,0.023,0.105,0.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.989,0.001,338.734,0.004,4.144e5,20.32,324.293,0.002,0.039,1.236e-4
0.054,0.021,420.021,1.33,1.354,57.664,58.231,0.004,6.137e-9,0.004,90,0.251,8.104,47.99,-81.87,2.692,0,0,0,82,90,1.098e5,4.908e4,170.403,0.818,9.808,NaN,322.412,NaN,7459.082,6.928,0.024,0.672,0.544,0.023,0.105,0.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.989,0.001,338.734,0.004,4.525e5,20.32,324.293,0.002,0.041,1.349e-4
0.056,0.023,420.023,1.448,1.473,60.151,60.742,0.005,7.086e-9,0.005,90,0.268,8.454,47.99,-81.87,2.474,0,0,0,82,90,1.098e5,4.907e4,170.41,0.818,9.808,NaN,322.438,NaN,7734.082,7.184,0.028,0.662,0.534,0.023,0.105,0.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.988,0.001,338.734,0.004,4.923e5,20.32,324.293,0.002,0.042,1.466e-4
0.058,0.026,420.026,1.571,1.596,62.639,63.254,0.005,8.036e-9,0.005,90,0.285,8.803,47.99,-81.87,2.282,0,0,0,82,90,1.098e5,4.906e4,170.417,0.818,9.808,NaN,322.463,NaN,8009.082,7.44,0.032,0.653,0.525,0.023,0.105,0.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.988,0.001,338.734,0.005,5.337e5,20.32,324.293,0.002,0.043,1.589e-4
0.06,0.03,420.03,1.699,1.725,65.127,65.767,0.006,8.985e-9,0.006,90,0.303,9.153,47.99,-81.87,2.112,0,0,0,82,90,1.098e5,4.905e4,170.424,0.817,9.808,NaN,322.488,NaN,8284.082,7.696,0.037,0.645,0.516,0.023,0.105,0.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.988,0.001,338.734,0.005,5.768e5,20.32,324.293,0.002,0.044,1.716e-4
0.062,0.033,420.033,1.831,1.859,67.615,68.28,0.007,9.935e-9,0.007,90,0.322,9.503,47.99,-81.87,1.959,0,0,0,82,90,1.097e5,4.904e4,170.431,0.817,9.808,NaN,322.513,NaN,8559.082,7.952,0.042,0.637,0.508,0.023,0.105,0.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.987,0.001,338.734,0.005,6.216e5,20.32,324.293,0.002,0.045,1.848e-4
0.064,0.037,420.037,1.969,1.998,70.104,70.793,0.007,1.088e-8,0.007,90,0.341,9.853,47.99,-81.87,1.823,0,0,0,82,90,1.097e5,4.903e4,170.439,0.817,9.808,NaN,322.539,NaN,8834.082,8.209,0.048,0.629,0.501,0.023,0.105,0.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.987,0.001,338.734,0.006,6.68e5,20.32,324.293,0.002,0.046,1.985e-4
0.066,0.041,420.041,2.096,2.127,72.327,73.038,0.008,1.173e-8,0.008,90,0.359,10.165,47.99,-81.87,1.713,0,0,0,82,90,1.097e5,4.902e4,170.445,0.817,9.808,NaN,322.561,NaN,9079.587,8.437,0.054,0.623,0.494,0.023,0.105,0.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.986,0.001,338.734,0.006,7.109e5,20.32,324.293,0.002,0.047,2.112e-4
0.068,0.045,420.045,2.242,2.274,73.598,74.321,0.009,1.268e-8,0.009,90,0.379,10.344,47.99,-81.87,1.602,0,0,0,82,90,1.097e5,4.901e4,170.446,0.817,9.808,NaN,322.573,NaN,9219.592,8.568,0.061,0.616,0.488,0.023,0.105,0.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.986,0.001,338.734,0.007,7.602e5,20.32,324.293,0.002,0.048,2.257e-4
0.07,0.05,420.05,2.391,2.424,74.87,75.605,0.009,1.363e-8,0.009,90,0.4,10.522,47.99,-81.87,1.503,0,0,0,82,90,1.097e5,4.9e4,170.447,0.817,9.808,NaN,322.585,NaN,9359.598,8.699,0.069,0.61,0.481,0.023,0.105,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.985,0.001,338.734,0.007,8.103e5,20.32,324.293,0.002,0.049,2.405e-4
0.072,0.054,420.054,2.542,2.576,76.141,76.89,0.01,1.458e-8,0.01,90,0.421,10.701,47.99,-81.87,1.414,0,0,0,82,90,1.097e5,4.899e4,170.447,0.817,9.808,NaN,322.597,NaN,9499.603,8.83,0.077,0.604,0.475,0.023,0.105,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.985,0.001,338.734,0.008,8.612e5,20.32,324.293,0.002,0.049,2.556e-4
0.074,0.06,420.06,2.695,2.731,77.413,78.174,0.011,1.553e-8,0.011,90,0.443,10.88,47.99,-81.87,1.334,0,0,0,82,90,1.097e5,4.898e4,170.448,0.817,9.808,NaN,322.609,NaN,9639.608,8.961,0.086,0.598,0.47,0.023,0.105,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.984,0.001,338.734,0.008,9.13e5,20.32,324.293,0.002,0.05,2.709e-4
0.076,0.065,420.065,2.851,2.889,78.686,79.459,0.012,1.648e-8,0.012,90,0.465,11.059,47.99,-81.87,1.261,0,0,0,82,90,1.097e5,4.897e4,170.449,0.817,9.808,NaN,322.621,NaN,9779.613,9.092,0.095,0.593,0.465,0.023,0.105,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.983,0.001,338.734,0.009,9.657e5,20.32,324.293,0.002,0.051,2.864e-4
0.078,0.071,420.071,3.01,3.049,79.958,80.744,0.013,1.743e-8,0.013,90,0.487,11.237,47.99,-81.87,1.195,0,0,0,82,90,1.097e5,4.896e4,170.45,0.817,9.808,NaN,322.632,NaN,9919.618,9.223,0.105,0.588,0.46,0.023,0.105,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.27,963.983,0.001,338.734,0.009,1.019e6,20.32,324.293,0.002,0.051,3.023e-4
0.08,0.077,420.077,3.171,3.212,81.231,82.029,0.014,1.838e-8,0.014,90,0.51,11.416,47.99,-81.87,1.134,0,0,0,82,90,1.097e5,4.895e4,170.45,0.817,9.808,NaN,322.644,NaN,1.006e4,9.354,0.115,0.583,0.455,0.023,0.105,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.982,0.001,338.734,0.009,1.074e6,20.32,324.293,0.002,0.052,3.183e-4
0.082,0.084,420.084,3.335,3.377,82.504,83.314,0.015,1.933e-8,0.015,90,0.533,11.595,47.99,-81.87,1.079,0,0,0,82,90,1.096e5,4.894e4,170.451,0.817,9.808,NaN,322.656,NaN,1.02e4,9.485,0.126,0.579,0.45,0.023,0.105,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.981,0.001,338.734,0.01,1.129e6,20.32,324.293,0.002,0.053,3.347e-4
0.084,0.091,420.091,3.501,3.545,83.777,84.6,0.016,2.028e-8,0.016,90,0.556,11.774,47.99,-81.87,1.028,0,0,0,82,90,1.096e5,4.893e4,170.452,0.817,9.808,NaN,322.668,NaN,1.034e4,9.616,0.138,0.575,0.446,0.023,0.105,0.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.98,0.001,338.734,0.01,1.185e6,20.32,324.293,0.002,0.053,3.512e-4
0.086,0.098,420.098,3.67,3.716,85.05,85.886,0.017,2.123e-8,0.017,90,0.58,11.953,47.99,-81.87,0.98,0,0,0,82,90,1.096e5,4.892e4,170.453,0.817,9.808,NaN,322.68,NaN,1.048e4,9.748,0.151,0.571,0.442,0.023,0.105,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.98,0.001,338.734,0.011,1.242e6,20.32,324.293,0.002,0.054,3.681e-4
0.088,0.105,420.105,3.841,3.889,86.324,87.172,0.018,2.218e-8,0.018,90,0.604,12.132,47.99,-81.87,0.937,0,0,0,82,90,1.096e5,4.891e4,170.453,0.817,9.808,NaN,322.691,NaN,1.062e4,9.879,0.164,0.567,0.438,0.023,0.105,0.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.979,0.001,338.734,0.011,1.3e6,20.32,324.293,0.002,0.055,3.852e-4
0.09,0.113,420.113,4.015,4.064,87.598,88.459,0.02,2.313e-8,0.02,90,0.629,12.311,47.99,-81.87,0.896,0,0,0,82,90,1.096e5,4.89e4,170.454,0.817,9.808,NaN,322.703,NaN,1.076e4,10.01,0.178,0.563,0.435,0.023,0.105,0.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.978,0.001,338.734,0.012,1.359e6,20.32,324.293,0.002,0.056,4.025e-4
0.092,0.121,420.121,4.192,4.242,88.872,89.745,0.021,2.407e-8,0.021,90,0.653,12.49,47.99,-81.87,0.859,0,0,0,82,90,1.096e5,4.889e4,170.455,0.817,9.808,NaN,322.715,NaN,1.09e4,10.141,0.192,0.559,0.431,0.023,0.105,0.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.977,0.001,338.734,0.013,1.418e6,20.32,324.293,0.002,0.057,4.201e-4
0.094,0.13,420.13,4.371,4.423,90.146,91.032,0.022,2.502e-8,0.022,90,0.678,12.669,47.99,-81.87,0.824,0,0,0,82,90,1.096e5,4.888e4,170.456,0.817,9.808,NaN,322.727,NaN,1.104e4,10.272,0.208,0.556,0.428,0.023,0.105,0.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.976,0.001,338.734,0.013,1.479e6,20.32,324.293,0.002,0.058,4.379e-4
0.096,0.139,420.139,4.552,4.606,91.421,92.319,0.024,2.597e-8,0.024,90,0.704,12.848,47.99,-81.87,0.791,0,0,0,82,90,1.096e5,4.887e4,170.456,0.817,9.808,NaN,322.739,NaN,1.118e4,10.404,0.224,0.553,0.424,0.023,0.105,0.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.975,0.001,338.734,0.014,1.54e6,20.32,324.293,0.002,0.059,4.56e-4
0.098,0.147,420.147,4.714,4.769,92.538,93.448,0.025,2.681e-8,0.025,90,0.727,13.005,47.99,-81.87,0.764,0,0,0,82,90,1.096e5,4.886e4,170.457,0.816,9.808,NaN,322.749,NaN,1.13e4,10.519,0.239,0.55,0.421,0.023,0.105,0.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.974,0.001,338.734,0.014,1.594e6,20.32,324.293,0.002,0.06,4.721e-4
0.1,0.157,420.157,4.899,4.956,92.506,93.415,0.026,2.776e-8,0.026,90,0.753,13.001,47.99,-81.87,0.735,0,0,0,82,90,1.095e5,4.885e4,170.458,0.816,9.808,NaN,322.762,NaN,1.13e4,10.515,0.257,0.547,0.418,0.023,0.105,0.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.973,0.001,338.734,0.015,1.657e6,20.32,324.293,0.002,0.061,4.906e-4
0.102,0.167,420.167,5.084,5.143,92.473,93.382,0.028,2.871e-8,0.028,90,0.779,12.996,47.99,-81.87,0.708,0,0,0,82,90,1.095e5,4.884e4,170.459,0.816,9.808,NaN,322.774,NaN,1.129e4,10.512,0.275,0.544,0.416,0.023,0.105,0.545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.972,0.001,338.734,0.015,1.719e6,20.32,324.293,0.002,0.063,5.09e-4
0.104,0.177,420.177,5.268,5.33,92.441,93.35,0.03,2.965e-8,0.03,90,0.805,12.992,47.99,-81.87,0.684,0,0,0,82,90,1.095e5,4.883e4,170.461,0.816,9.808,NaN,322.787,NaN,1.129e4,10.509,0.294,0.541,0.413,0.023,0.105,0.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.97,0.001,338.734,0.016,1.782e6,20.32,324.293,0.002,0.063,5.275e-4
0.106,0.188,420.188,5.453,5.516,92.409,93.317,0.031,3.06e-8,0.031,90,0.831,12.987,47.99,-81.87,0.66,0,0,0,82,90,1.095e5,4.882e4,170.462,0.816,9.808,NaN,322.8,NaN,1.128e4,10.505,0.313,0.538,0.41,0.023,0.105,0.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.969,0.001,338.734,0.016,1.844e6,20.32,324.293,0.002,0.065,5.459e-4
0.108,0.199,420.199,5.638,5.703,92.376,93.284,0.033,3.155e-8,0.033,90,0.857,12.983,47.99,-81.87,0.639,0,0,0,82,90,1.095e5,4.881e4,170.463,0.816,9.808,NaN,322.812,NaN,1.128e4,10.502,0.333,0.536,0.408,0.023,0.106,0.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.968,0.001,338.734,0.017,1.906e6,20.32,324.293,0.002,0.066,5.643e-4
0.11,0.21,420.21,5.823,5.889,92.344,93.252,0.035,3.25e-8,0.035,90,0.883,12.978,47.99,-81.87,0.619,0,0,0,82,90,1.095e5,4.88e4,170.464,0.816,9.808,NaN,322.825,NaN,1.127e4,10.499,0.353,0.534,0.405,0.023,0.106,0.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.966,0.001,338.734,0.017,1.969e6,20.32,324.293,0.002,0.068,5.827e-4
0.112,0.222,420.222,6.008,6.076,92.312,93.219,0.036,3.345e-8,0.036,90,0.909,12.974,47.99,-81.87,0.6,0,0,0,82,90,1.095e5,4.879e4,170.466,0.816,9.808,NaN,322.838,NaN,1.127e4,10.495,0.374,0.531,0.403,0.023,0.106,0.532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.269,963.965,0.001,338.734,0.018,2.031e6,20.32,324.293,0.002,0.069,6.012e-4
0.114,0.234,420.234,6.192,6.262,92.279,93.186,0.038,3.44e-8,0.038,90,0.934,12.969,47.99,-81.87,0.582,0,0,0,82,90,1.095e5,4.878e4,170.467,0.816,9.808,NaN,322.851,NaN,1.127e4,10.492,0.396,0.529,0.401,0.023,0.106,0.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.964,0.001,338.734,0.018,2.093e6,20.32,324.293,0.002,0.069,6.196e-4
