# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
51.492,1.381e4,1.423e4,-5.502,66.248,-9.768,9.768,3994.265,22.165,3994.326,89.682,66.019,0.129,47.99,-81.816,0.748,5.734,-1.41,-8.792,-4.884,88.494,6.122e4,517.095,139.854,0.567,9.765,404.591,303.454,4.977,0,0,7.44,0.477,0.34,0.025,0.111,0.478,0.154,0.769,3.369e-4,0,-0.005,0.007,0.012,-0.003,0,0,-56.5,136.155,2.189e-4,297.06,0.223,5.093e6,20.32,324.293,0.01,4.118,0.01
51.502,1.381e4,1.423e4,-5.6,66.255,-9.768,9.768,3994.925,22.174,3994.987,89.682,66.018,0.129,47.99,-81.816,0.748,5.736,-1.465,-8.782,-4.973,88.494,6.122e4,517.095,139.854,0.567,9.765,404.557,303.454,4.976,0,0,7.442,0.477,0.34,0.025,0.111,0.478,0.154,0.769,-4.59e-4,0,-0.005,0.007,0.012,-0.003,0,0,-56.5,136.156,2.189e-4,297.06,0.223,5.094e6,20.32,324.293,0.01,4.118,0.01
51.512,1.381e4,1.423e4,-5.697,66.262,-9.768,9.769,3995.585,22.183,3995.647,89.682,66.016,0.129,47.99,-81.816,0.748,5.738,-1.52,-8.77,-5.062,88.494,6.122e4,517.095,139.854,0.567,9.765,404.521,303.454,4.974,0,0,7.443,0.477,0.34,0.025,0.111,0.478,0.154,0.769,-7.66e-5,0,-0.005,0.007,0.012,-0.004,0,0,-56.5,136.157,2.189e-4,297.06,0.223,5.095e6,20.32,324.293,0.01,4.119,0.01
51.522,1.381e4,1.423e4,-5.795,66.269,-9.768,9.769,3996.245,22.191,3996.307,89.682,66.015,0.129,47.99,-81.816,0.748,5.74,-1.575,-8.759,-5.151,88.494,6.122e4,517.095,139.854,0.567,9.765,404.484,303.454,4.972,0,0,7.445,0.477,0.34,0.025,0.111,0.478,0.154,0.77,-8.995e-5,0,-0.005,0.007,0.012,-0.004,0,0,-56.5,136.159,2.189e-4,297.06,0.223,5.095e6,20.32,324.293,0.01,4.12,0.01
51.532,1.381e4,1.423e4,-5.893,66.276,-9.768,9.769,3996.905,22.2,3996.967,89.682,66.014,0.129,47.99,-81.816,0.748,5.73,-1.63,-8.747,-5.24,88.495,6.122e4,517.095,139.854,0.567,9.765,404.446,303.454,4.97,0,0,7.446,0.477,0.34,0.025,0.111,0.478,0.154,0.769,-5.143e-5,0,0.007,0.007,0,-0.004,0,0,-56.5,136.16,2.189e-4,297.06,0.223,5.096e6,20.32,324.293,0.01,4.121,0.01
51.542,1.381e4,1.423e4,-5.99,66.284,-9.768,9.769,3997.565,22.209,3997.627,89.682,66.013,0.129,47.99,-81.816,0.749,5.732,-1.685,-8.735,-5.329,88.495,6.122e4,517.095,139.854,0.567,9.765,404.407,303.454,4.968,0,0,7.448,0.477,0.34,0.025,0.111,0.478,0.154,0.77,1.068e-4,0,-0.005,0.007,0.012,-0.004,0,0,-56.5,136.161,2.189e-4,297.06,0.223,5.096e6,20.32,324.293,0.01,4.122,0.01
51.552,1.381e4,1.423e4,-6.088,66.292,-9.768,9.769,3998.225,22.218,3998.287,89.682,66.012,0.129,47.99,-81.816,0.749,5.734,-1.74,-8.722,-5.418,88.495,6.122e4,517.095,139.854,0.567,9.765,404.366,303.454,4.966,0,0,7.45,0.477,0.34,0.025,0.111,0.478,0.154,0.771,-3.89e-4,0,-0.005,0.007,0.012,-0.005,0,0,-56.5,136.162,2.189e-4,297.06,0.223,5.097e6,20.32,324.293,0.01,4.122,0.01
51.562,1.381e4,1.423e4,-6.186,66.3,-9.768,9.769,3998.885,22.227,3998.947,89.682,66.01,0.129,47.99,-81.816,0.749,5.736,-1.795,-8.709,-5.507,88.495,6.122e4,517.095,139.854,0.567,9.765,404.324,303.454,4.964,0,0,7.452,0.477,0.34,0.025,0.111,0.478,0.154,0.771,-2.34e-4,0,-0.005,0.007,0.012,-0.005,0,0,-56.5,136.164,2.189e-4,297.06,0.223,5.098e6,20.32,324.293,0.01,4.123,0.01
51.572,1.381e4,1.423e4,-6.283,66.308,-9.768,9.769,3999.546,22.236,3999.607,89.681,66.009,0.129,47.99,-81.816,0.75,5.738,-1.849,-8.695,-5.596,88.495,6.122e4,517.095,139.854,0.567,9.765,404.28,303.454,4.962,0,0,7.453,0.477,0.34,0.025,0.111,0.478,0.154,0.771,-5.242e-5,0,-0.005,0.007,0.012,-0.005,0,0,-56.5,136.165,2.19e-4,297.06,0.223,5.098e6,20.32,324.293,0.01,4.124,0.01
51.582,1.381e4,1.423e4,-6.381,66.316,-9.768,9.769,4000.206,22.245,4000.267,89.681,66.008,0.129,47.99,-81.816,0.75,5.728,-1.904,-8.682,-5.685,88.496,6.122e4,517.095,139.854,0.567,9.765,404.235,303.454,4.96,0,0,7.455,0.477,0.34,0.025,0.111,0.477,0.155,0.772,-3.905e-4,0,0.007,0.007,0,-0.006,0,0,-56.5,136.166,2.19e-4,297.06,0.223,5.099e6,20.32,324.293,0.01,4.125,0.01
51.592,1.381e4,1.423e4,-6.479,66.324,-9.768,9.769,4000.866,22.253,4000.927,89.681,66.007,0.129,47.99,-81.816,0.75,5.73,-1.958,-8.667,-5.773,88.496,6.122e4,517.095,139.854,0.567,9.765,404.189,303.454,4.957,0,0,7.457,0.477,0.34,0.025,0.111,0.477,0.155,0.773,4.96e-4,0,-0.005,0.007,0.012,-0.006,0,0,-56.5,136.168,2.19e-4,297.06,0.223,5.1e6,20.32,324.293,0.01,4.126,0.01
51.602,1.381e4,1.423e4,-6.576,66.332,-9.768,9.769,4001.526,22.262,4001.587,89.681,66.005,0.129,47.99,-81.816,0.751,5.732,-2.012,-8.653,-5.862,88.496,6.122e4,517.095,139.854,0.567,9.765,404.142,303.454,4.955,0,0,7.459,0.477,0.34,0.025,0.111,0.477,0.155,0.773,-4.99e-4,0,-0.005,0.007,0.012,-0.006,0,0,-56.5,136.169,2.19e-4,297.06,0.223,5.1e6,20.32,324.293,0.01,4.127,0.01
51.612,1.381e4,1.423e4,-6.674,66.341,-9.768,9.769,4002.186,22.271,4002.248,89.681,66.004,0.13,47.99,-81.816,0.751,5.734,-2.066,-8.637,-5.951,88.496,6.122e4,517.095,139.854,0.567,9.765,404.094,303.454,4.953,0,0,7.461,0.477,0.34,0.025,0.111,0.477,0.155,0.774,-1.334e-4,0,-0.005,0.007,0.012,-0.007,0,0,-56.5,136.171,2.19e-4,297.06,0.223,5.101e6,20.32,324.293,0.01,4.128,0.01
51.622,1.381e4,1.423e4,-6.772,66.35,-9.768,9.769,4002.846,22.28,4002.908,89.681,66.003,0.13,47.99,-81.816,0.751,5.736,-2.12,-8.622,-6.04,88.497,6.122e4,517.095,139.854,0.567,9.765,404.044,303.454,4.95,0,0,7.463,0.477,0.34,0.025,0.111,0.477,0.155,0.774,-3.396e-4,0,-0.005,0.007,0.012,-0.007,0,0,-56.5,136.172,2.19e-4,297.06,0.223,5.102e6,20.32,324.293,0.01,4.129,0.01
51.632,1.381e4,1.423e4,-6.869,66.358,-9.768,9.769,4003.505,22.289,4003.568,89.681,66.002,0.13,47.99,-81.816,0.752,5.738,-2.173,-8.606,-6.129,88.497,6.122e4,517.095,139.854,0.567,9.765,403.993,303.454,4.948,0,0,7.465,0.477,0.34,0.025,0.111,0.477,0.155,0.774,-2.749e-4,0,-0.005,0.007,0.012,-0.007,0,0,-56.5,136.174,2.19e-4,297.06,0.223,5.103e6,20.32,324.293,0.01,4.129,0.01
51.642,1.381e4,1.423e4,-6.967,66.367,-9.768,9.769,4004.165,22.298,4004.228,89.681,66.001,0.13,47.99,-81.816,0.752,5.728,-2.226,-8.59,-6.217,88.497,6.122e4,517.095,139.854,0.567,9.765,403.941,303.454,4.945,0,0,7.467,0.477,0.34,0.025,0.111,0.477,0.155,0.775,-4.604e-4,0,0.007,0.007,0,-0.008,0,0,-56.5,136.175,2.19e-4,297.06,0.223,5.103e6,20.32,324.293,0.01,4.13,0.01
51.652,1.381e4,1.423e4,-7.065,66.376,-9.769,9.769,4004.825,22.307,4004.888,89.681,65.999,0.13,47.99,-81.816,0.753,5.73,-2.28,-8.573,-6.306,88.497,6.122e4,517.095,139.854,0.567,9.765,403.888,303.454,4.943,0,0,7.469,0.477,0.34,0.025,0.111,0.477,0.155,0.776,-3.148e-4,0,-0.005,0.007,0.012,-0.008,0,0,-56.5,136.177,2.19e-4,297.06,0.223,5.104e6,20.32,324.293,0.01,4.131,0.01
51.662,1.381e4,1.423e4,-7.163,66.386,-9.769,9.769,4005.485,22.316,4005.547,89.681,65.998,0.13,47.99,-81.816,0.753,5.732,-2.332,-8.556,-6.395,88.498,6.122e4,517.095,139.854,0.567,9.765,403.834,303.454,4.94,0,0,7.471,0.477,0.34,0.025,0.111,0.477,0.156,0.776,-1.431e-4,0,-0.005,0.007,0.012,-0.008,0,0,-56.5,136.178,2.19e-4,297.06,0.223,5.105e6,20.32,324.293,0.01,4.132,0.01
51.672,1.381e4,1.423e4,-7.26,66.395,-9.769,9.77,4006.145,22.324,4006.207,89.681,65.997,0.13,47.99,-81.816,0.754,5.734,-2.385,-8.539,-6.484,88.498,6.122e4,517.095,139.854,0.567,9.765,403.779,303.454,4.937,0,0,7.473,0.477,0.34,0.025,0.111,0.477,0.156,0.777,-3.887e-4,0,-0.005,0.007,0.012,-0.009,0,0,-56.5,136.18,2.19e-4,297.06,0.224,5.106e6,20.32,324.293,0.01,4.133,0.01
51.682,1.381e4,1.423e4,-7.358,66.405,-9.769,9.77,4006.805,22.333,4006.867,89.681,65.996,0.13,47.99,-81.816,0.754,5.736,-2.438,-8.521,-6.572,88.498,6.122e4,517.095,139.854,0.567,9.765,403.722,303.454,4.934,0,0,7.475,0.477,0.34,0.025,0.111,0.477,0.156,0.778,2.931e-4,0,-0.005,0.007,0.012,-0.009,0,0,-56.5,136.181,2.19e-4,297.06,0.224,5.106e6,20.32,324.293,0.01,4.134,0.01
51.692,1.381e4,1.423e4,-7.456,66.414,-9.769,9.77,4007.465,22.342,4007.527,89.681,65.994,0.13,47.99,-81.816,0.755,5.738,-2.49,-8.503,-6.661,88.499,6.122e4,517.095,139.854,0.567,9.765,403.665,303.454,4.932,0,0,7.477,0.477,0.34,0.025,0.111,0.477,0.156,0.779,-1.687e-4,0,-0.005,0.007,0.012,-0.01,0,0,-56.5,136.183,2.19e-4,297.06,0.224,5.107e6,20.32,324.293,0.01,4.135,0.01
51.702,1.381e4,1.423e4,-7.553,66.424,-9.769,9.77,4008.125,22.351,4008.187,89.68,65.993,0.13,47.99,-81.816,0.755,5.728,-2.542,-8.485,-6.749,88.499,6.122e4,517.095,139.854,0.567,9.765,403.606,303.454,4.929,0,0,7.48,0.477,0.34,0.025,0.111,0.477,0.156,0.78,3.464e-4,0,0.007,0.007,0,-0.01,0,0,-56.5,136.184,2.19e-4,297.06,0.224,5.108e6,20.32,324.293,0.01,4.135,0.01
51.712,1.381e4,1.423e4,-7.651,66.434,-9.769,9.77,4008.785,22.36,4008.847,89.68,65.992,0.13,47.99,-81.816,0.756,5.73,-2.594,-8.466,-6.838,88.499,6.122e4,517.095,139.854,0.567,9.765,403.547,303.454,4.926,0,0,7.482,0.477,0.34,0.025,0.111,0.477,0.156,0.78,-2.4e-4,0,-0.005,0.007,0.012,-0.01,0,0,-56.5,136.186,2.19e-4,297.06,0.224,5.109e6,20.32,324.293,0.01,4.136,0.01
51.722,1.381e4,1.423e4,-7.749,66.444,-9.769,9.77,4009.445,22.369,4009.507,89.68,65.991,0.13,47.99,-81.816,0.757,5.732,-2.645,-8.447,-6.926,88.5,6.122e4,517.095,139.854,0.567,9.765,403.486,303.454,4.923,0,0,7.484,0.477,0.34,0.025,0.111,0.477,0.156,0.781,-1.516e-4,0,-0.005,0.007,0.012,-0.011,0,0,-56.5,136.188,2.19e-4,297.06,0.224,5.11e6,20.32,324.293,0.01,4.136,0.01
51.732,1.381e4,1.423e4,-7.846,66.454,-9.769,9.77,4010.104,22.378,4010.167,89.68,65.99,0.13,47.99,-81.816,0.757,5.734,-2.696,-8.428,-7.015,88.5,6.122e4,517.095,139.854,0.567,9.765,403.425,303.454,4.92,0,0,7.486,0.477,0.34,0.025,0.111,0.477,0.157,0.782,4.318e-4,0,-0.005,0.007,0.012,-0.011,0,0,-56.5,136.189,2.19e-4,297.06,0.224,5.111e6,20.32,324.293,0.01,4.137,0.01
51.742,1.381e4,1.423e4,-7.944,66.465,-9.769,9.77,4010.764,22.387,4010.827,89.68,65.988,0.13,47.99,-81.816,0.758,5.737,-2.747,-8.408,-7.103,88.5,6.122e4,517.095,139.854,0.567,9.765,403.362,303.454,4.917,0,0,7.489,0.477,0.34,0.025,0.111,0.477,0.157,0.783,-3.603e-4,0,-0.005,0.007,0.012,-0.012,0,0,-56.5,136.191,2.19e-4,297.06,0.224,5.111e6,20.32,324.293,0.01,4.138,0.01
51.752,1.381e4,1.423e4,-8.042,66.475,-9.769,9.77,4011.424,22.396,4011.487,89.68,65.987,0.13,47.99,-81.816,0.759,5.739,-2.798,-8.388,-7.192,88.501,6.122e4,517.095,139.854,0.567,9.765,403.299,303.454,4.914,0,0,7.491,0.477,0.34,0.025,0.111,0.477,0.157,0.783,4.448e-4,0,-0.005,0.007,0.012,-0.012,0,0,-56.5,136.193,2.19e-4,297.06,0.224,5.112e6,20.32,324.293,0.01,4.139,0.01
51.762,1.381e4,1.423e4,-8.139,66.486,-9.769,9.77,4012.084,22.405,4012.146,89.68,65.986,0.13,47.99,-81.816,0.759,5.728,-2.848,-8.367,-7.28,88.501,6.122e4,517.095,139.854,0.567,9.765,403.235,303.454,4.91,0,0,7.493,0.477,0.34,0.025,0.111,0.477,0.157,0.785,-9.387e-5,0,0.007,0.007,0,-0.012,0,0,-56.5,136.194,2.19e-4,297.06,0.224,5.113e6,20.32,324.293,0.01,4.14,0.01
51.772,1.381e4,1.423e4,-8.237,66.497,-9.769,9.77,4012.744,22.414,4012.806,89.68,65.985,0.13,47.99,-81.816,0.76,5.731,-2.898,-8.346,-7.369,88.501,6.122e4,517.095,139.854,0.567,9.765,403.17,303.454,4.907,0,0,7.496,0.477,0.34,0.025,0.111,0.477,0.157,0.786,-1.864e-4,0,-0.005,0.007,0.012,-0.013,0,0,-56.5,136.196,2.19e-4,297.06,0.224,5.114e6,20.32,324.293,0.01,4.141,0.01
51.782,1.381e4,1.423e4,-8.335,66.508,-9.769,9.77,4013.403,22.423,4013.466,89.68,65.983,0.13,47.99,-81.816,0.761,5.733,-2.948,-8.325,-7.457,88.502,6.122e4,517.095,139.854,0.567,9.765,403.104,303.454,4.904,0,0,7.498,0.477,0.34,0.025,0.111,0.477,0.158,0.786,-3.255e-4,0,-0.005,0.007,0.012,-0.013,0,0,-56.5,136.198,2.19e-4,297.06,0.224,5.115e6,20.32,324.293,0.01,4.141,0.01
51.792,1.381e4,1.423e4,-8.432,66.519,-9.769,9.77,4014.063,22.432,4014.126,89.68,65.982,0.13,47.99,-81.816,0.761,5.735,-2.998,-8.304,-7.545,88.502,6.122e4,517.095,139.854,0.567,9.765,403.037,303.454,4.901,0,0,7.501,0.477,0.34,0.025,0.111,0.477,0.158,0.787,2.337e-4,0,-0.005,0.007,0.012,-0.014,0,0,-56.5,136.2,2.19e-4,297.06,0.224,5.116e6,20.32,324.293,0.01,4.141,0.01
51.802,1.381e4,1.423e4,-8.53,66.53,-9.769,9.77,4014.723,22.44,4014.786,89.68,65.981,0.13,47.99,-81.816,0.762,5.737,-3.047,-8.282,-7.634,88.503,6.122e4,517.095,139.854,0.567,9.765,402.97,303.454,4.897,0,0,7.503,0.477,0.34,0.025,0.111,0.477,0.158,0.788,-3.075e-5,0,-0.005,0.007,0.012,-0.014,0,0,-56.5,136.202,2.19e-4,297.06,0.224,5.117e6,20.32,324.293,0.01,4.142,0.01
51.812,1.381e4,1.423e4,-8.628,66.542,-9.77,9.77,4015.383,22.449,4015.446,89.68,65.98,0.13,47.99,-81.816,0.763,5.739,-3.096,-8.26,-7.722,88.503,6.122e4,517.095,139.854,0.567,9.765,402.901,303.454,4.894,0,0,7.506,0.477,0.34,0.025,0.111,0.477,0.158,0.789,2.547e-4,0,-0.005,0.007,0.012,-0.015,0,0,-56.5,136.203,2.19e-4,297.06,0.224,5.118e6,20.32,324.293,0.01,4.142,0.01
51.822,1.381e4,1.423e4,-8.726,66.553,-9.77,9.77,4016.042,22.458,4016.105,89.68,65.979,0.13,47.99,-81.816,0.764,5.729,-3.144,-8.238,-7.81,88.504,6.122e4,517.095,139.854,0.567,9.765,402.833,303.454,4.891,0,0,7.508,0.477,0.34,0.025,0.111,0.477,0.158,0.79,1.287e-4,0,0.007,0.007,0,-0.015,0,0,-56.5,136.205,2.19e-4,297.06,0.224,5.119e6,20.32,324.293,0.01,4.143,0.01
51.832,1.381e4,1.423e4,-8.823,66.565,-9.77,9.771,4016.702,22.467,4016.765,89.68,65.977,0.13,47.99,-81.816,0.765,5.731,-3.192,-8.216,-7.898,88.504,6.122e4,517.095,139.854,0.567,9.765,402.763,303.454,4.887,0,0,7.511,0.477,0.34,0.025,0.111,0.477,0.159,0.791,-1.352e-4,0,-0.005,0.007,0.012,-0.016,0,0,-56.5,136.207,2.19e-4,297.06,0.224,5.12e6,20.32,324.293,0.01,4.144,0.01
51.842,1.381e4,1.423e4,-8.921,66.577,-9.77,9.771,4017.362,22.476,4017.425,89.679,65.976,0.131,47.99,-81.816,0.765,5.733,-3.24,-8.193,-7.986,88.504,6.122e4,517.095,139.854,0.567,9.765,402.693,303.454,4.884,0,0,7.514,0.476,0.34,0.025,0.111,0.477,0.159,0.792,-2.184e-4,0,-0.005,0.007,0.012,-0.016,0,0,-56.5,136.209,2.19e-4,297.06,0.224,5.121e6,20.32,324.293,0.01,4.144,0.01
51.852,1.381e4,1.423e4,-9.019,66.588,-9.77,9.771,4018.022,22.485,4018.085,89.679,65.975,0.131,47.99,-81.816,0.766,5.736,-3.288,-8.17,-8.074,88.505,6.122e4,517.095,139.854,0.567,9.765,402.622,303.454,4.88,0,0,7.516,0.476,0.34,0.025,0.111,0.477,0.159,0.793,-1.509e-5,0,-0.005,0.007,0.012,-0.017,0,0,-56.5,136.211,2.19e-4,297.06,0.224,5.122e6,20.32,324.293,0.01,4.152,0.01
51.862,1.381e4,1.423e4,-9.116,66.601,-9.77,9.771,4018.681,22.494,4018.744,89.679,65.974,0.131,47.99,-81.816,0.767,5.738,-3.335,-8.146,-8.162,88.505,6.122e4,517.095,139.854,0.567,9.765,402.55,303.454,4.877,0,0,7.519,0.476,0.34,0.025,0.111,0.477,0.159,0.794,-1.596e-5,0,-0.005,0.007,0.012,-0.017,0,0,-56.5,136.213,2.19e-4,297.06,0.224,5.123e6,20.32,324.293,0.01,4.153,0.01
51.872,1.381e4,1.423e4,-9.214,66.613,-9.77,9.771,4019.341,22.503,4019.404,89.679,65.972,0.131,47.99,-81.816,0.768,5.74,-3.382,-8.123,-8.25,88.506,6.122e4,517.095,139.854,0.567,9.765,402.478,303.454,4.873,0,0,7.522,0.476,0.34,0.025,0.111,0.477,0.16,0.796,3.727e-4,0,-0.005,0.007,0.012,-0.018,0,0,-56.5,136.215,2.19e-4,297.06,0.224,5.124e6,20.32,324.293,0.01,4.154,0.01
51.882,1.381e4,1.423e4,-9.312,66.625,-9.77,9.771,4020.001,22.512,4020.064,89.679,65.971,0.131,47.99,-81.816,0.769,5.729,-3.428,-8.099,-8.338,88.506,6.122e4,517.095,139.854,0.567,9.765,402.405,303.454,4.87,0,0,7.525,0.476,0.34,0.025,0.111,0.477,0.16,0.797,1.625e-5,0,0.007,0.007,0,-0.018,0,0,-56.5,136.217,2.19e-4,297.06,0.224,5.125e6,20.32,324.293,0.01,4.154,0.01
51.892,1.381e4,1.423e4,-9.409,66.638,-9.77,9.771,4020.66,22.521,4020.723,89.679,65.97,0.131,47.99,-81.816,0.77,5.732,-3.474,-8.075,-8.426,88.507,6.122e4,517.095,139.854,0.567,9.765,402.332,303.454,4.866,0,0,7.528,0.476,0.34,0.025,0.111,0.477,0.16,0.797,4.373e-4,0,-0.005,0.007,0.012,-0.018,0,0,-56.5,136.219,2.19e-4,297.06,0.224,5.126e6,20.32,324.293,0.01,4.155,0.01
51.902,1.381e4,1.423e4,-9.507,66.65,-9.77,9.771,4021.32,22.53,4021.383,89.679,65.969,0.131,47.99,-81.816,0.771,5.734,-3.52,-8.05,-8.514,88.507,6.122e4,517.095,139.854,0.567,9.765,402.258,303.454,4.862,0,0,7.53,0.476,0.34,0.025,0.111,0.477,0.16,0.798,3.396e-4,0,-0.005,0.007,0.012,-0.019,0,0,-56.5,136.221,2.19e-4,297.06,0.224,5.127e6,20.32,324.293,0.01,4.156,0.01
51.912,1.381e4,1.423e4,-9.605,66.663,-9.77,9.771,4021.98,22.539,4022.043,89.679,65.967,0.131,47.99,-81.816,0.772,5.736,-3.566,-8.026,-8.602,88.508,6.122e4,517.095,139.854,0.567,9.765,402.184,303.454,4.859,0,0,7.533,0.476,0.34,0.025,0.111,0.477,0.161,0.8,4.639e-4,0,-0.005,0.007,0.012,-0.019,0,0,-56.5,136.223,2.19e-4,297.06,0.224,5.128e6,20.32,324.293,0.01,4.157,0.01
51.922,1.381e4,1.423e4,-9.703,66.676,-9.77,9.771,4022.639,22.548,4022.702,89.679,65.966,0.131,47.99,-81.816,0.772,5.738,-3.611,-8.001,-8.69,88.508,6.122e4,517.095,139.854,0.567,9.765,402.109,303.454,4.855,0,0,7.536,0.476,0.34,0.025,0.111,0.477,0.161,0.801,2.141e-4,0,-0.005,0.007,0.012,-0.02,0,0,-56.5,136.225,2.19e-4,297.06,0.224,5.129e6,20.32,324.293,0.01,4.158,0.01
51.932,1.381e4,1.423e4,-9.8,66.689,-9.77,9.771,4023.299,22.557,4023.362,89.679,65.965,0.131,47.99,-81.816,0.773,5.728,-3.655,-7.976,-8.778,88.509,6.122e4,517.095,139.854,0.567,9.765,402.034,303.454,4.851,0,0,7.539,0.476,0.34,0.025,0.111,0.477,0.161,0.802,-2.514e-4,0,0.007,0.007,0,-0.02,0,0,-56.5,136.227,2.19e-4,297.06,0.224,5.13e6,20.32,324.293,0.01,4.159,0.01
51.942,1.38e4,1.422e4,-9.898,66.702,-9.77,9.771,4023.958,22.566,4024.022,89.679,65.964,0.131,47.99,-81.816,0.774,5.73,-3.699,-7.95,-8.865,88.509,6.122e4,517.095,139.854,0.567,9.765,401.959,303.454,4.848,0,0,7.542,0.476,0.34,0.025,0.111,0.477,0.161,0.803,4.753e-4,0,-0.005,0.007,0.012,-0.021,0,0,-56.5,136.229,2.191e-4,297.06,0.225,5.131e6,20.32,324.293,0.01,4.16,0.01
51.952,1.38e4,1.422e4,-9.996,66.716,-9.77,9.771,4024.618,22.575,4024.681,89.679,65.963,0.131,47.99,-81.816,0.775,5.733,-3.743,-7.925,-8.953,88.51,6.122e4,517.095,139.854,0.567,9.765,401.883,303.454,4.844,0,0,7.545,0.476,0.34,0.025,0.111,0.477,0.162,0.804,1.433e-4,0,-0.005,0.007,0.012,-0.021,0,0,-56.5,136.231,2.191e-4,297.06,0.225,5.132e6,20.32,324.293,0.01,4.16,0.01
51.962,1.38e4,1.422e4,-10.093,66.729,-9.77,9.771,4025.277,22.584,4025.341,89.679,65.961,0.131,47.99,-81.816,0.776,5.735,-3.787,-7.899,-9.041,88.51,6.122e4,517.095,139.854,0.567,9.765,401.807,303.454,4.84,0,0,7.548,0.476,0.34,0.025,0.111,0.477,0.162,0.805,-2.772e-5,0,-0.005,0.007,0.012,-0.022,0,0,-56.5,136.233,2.191e-4,297.06,0.225,5.133e6,20.32,324.293,0.01,4.161,0.01
51.972,1.38e4,1.422e4,-10.191,66.743,-9.77,9.771,4025.937,22.593,4026,89.678,65.96,0.131,47.99,-81.816,0.777,5.737,-3.83,-7.873,-9.128,88.511,6.122e4,517.095,139.854,0.567,9.765,401.73,303.454,4.836,0,0,7.551,0.476,0.34,0.025,0.111,0.477,0.162,0.807,-4.892e-4,0,-0.005,0.007,0.012,-0.022,0,0,-56.5,136.236,2.191e-4,297.06,0.225,5.135e6,20.32,324.293,0.01,4.162,0.01
51.982,1.38e4,1.422e4,-10.289,66.756,-9.771,9.771,4026.597,22.602,4026.66,89.678,65.959,0.131,47.99,-81.816,0.778,5.739,-3.872,-7.847,-9.216,88.512,6.122e4,517.095,139.854,0.567,9.765,401.653,303.454,4.833,0,0,7.554,0.476,0.34,0.025,0.111,0.477,0.162,0.808,1.651e-4,0,-0.005,0.007,0.012,-0.023,0,0,-56.5,136.238,2.191e-4,297.06,0.225,5.136e6,20.32,324.293,0.01,4.162,0.01
51.992,1.38e4,1.422e4,-10.386,66.77,-9.771,9.771,4027.256,22.611,4027.32,89.678,65.958,0.131,47.99,-81.816,0.78,5.729,-3.915,-7.821,-9.303,88.512,6.122e4,517.095,139.854,0.567,9.765,401.576,303.454,4.829,0,0,7.558,0.476,0.34,0.025,0.111,0.477,0.163,0.809,-4.1e-4,0,0.007,0.007,0,-0.023,0,0,-56.5,136.24,2.191e-4,297.06,0.225,5.137e6,20.32,324.293,0.01,4.163,0.01
52.002,1.38e4,1.422e4,-10.484,66.784,-9.771,9.771,4027.916,22.62,4027.979,89.678,65.956,0.131,47.99,-81.816,0.781,5.731,-3.957,-7.794,-9.391,88.513,6.122e4,517.095,139.854,0.567,9.765,401.499,303.454,4.825,0,0,7.561,0.476,0.34,0.025,0.111,0.477,0.163,0.81,3.826e-4,0,-0.005,0.007,0.012,-0.024,0,0,-56.5,136.242,2.191e-4,297.06,0.225,5.138e6,20.32,324.293,0.01,4.163,0.01
52.012,1.38e4,1.422e4,-10.582,66.799,-9.771,9.772,4028.575,22.629,4028.639,89.678,65.955,0.132,47.99,-81.816,0.782,5.733,-3.998,-7.768,-9.478,88.513,6.122e4,517.095,139.854,0.567,9.765,401.421,303.454,4.821,0,0,7.564,0.476,0.34,0.025,0.111,0.477,0.163,0.812,-2.285e-4,0,-0.005,0.007,0.012,-0.024,0,0,-56.5,136.244,2.191e-4,297.06,0.225,5.139e6,20.32,324.293,0.01,4.164,0.01
52.022,1.38e4,1.422e4,-10.68,66.813,-9.771,9.772,4029.235,22.638,4029.298,89.678,65.954,0.132,47.99,-81.816,0.783,5.736,-4.039,-7.741,-9.565,88.514,6.122e4,517.095,139.854,0.567,9.765,401.343,303.454,4.817,0,0,7.567,0.476,0.34,0.025,0.111,0.477,0.164,0.813,2.407e-4,0,-0.005,0.007,0.012,-0.025,0,0,-56.5,136.247,2.191e-4,297.06,0.225,5.14e6,20.32,324.293,0.01,4.164,0.01
