# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
4.494,980.6,1400.615,430.724,437.683,87.992,90.044,-101.274,114.525,152.881,318.514,77.743,19.114,47.966,-81.875,0.114,2.768e-6,1.976,0.644,78.387,329.839,9.771e4,3.608e4,223.567,0.779,9.805,442.295,355.338,4.279,1.156e4,12.071,1828.652,0.541,0.236,0.136,0.169,0.541,0.03,0.13,-2.813e-4,0,0,0,0,2.026e-4,14.066,1.809,11.095,879.063,0.001,338.022,1.301,1.471e8,20.32,324.293,0.03,0.354,0.036,1.032e5
4.524,993.562,1413.577,433.362,440.383,87.893,90.048,-102.631,116.433,155.209,318.605,78.321,19.578,47.966,-81.875,0.063,2.852e-6,1.984,1.589,78.33,330.047,9.753e4,3.59e4,223.423,0.778,9.805,432.474,355.313,3.797,1.156e4,12.086,1840.335,0.538,0.235,0.136,0.168,0.538,0.017,0.065,2.515e-4,0,0,0,0,2.018e-4,14.109,1.568,11.004,877.674,0.001,337.967,1.31,1.478e8,20.32,324.293,0.022,0.355,0.036,1.043e5
4.547,1003.257,1423.271,435.321,442.389,87.648,89.902,-103.645,117.863,156.952,318.672,78.76,20.007,47.966,-81.875,0.045,2.825e-6,0.088,2.644,78.281,330.2,9.74e4,3.578e4,223.355,0.777,9.804,446.468,355.336,4.485,1.154e4,12.082,1848.988,0.537,0.235,0.135,0.167,0.537,0.012,0.053,3.337e-4,0,0,0,0,3.889e-7,14.142,1.389,10.935,876.635,0.001,337.926,1.316,1.484e8,20.32,324.293,0.022,0.356,0.036,1.052e5
4.568,1012.751,1432.765,437.228,444.343,87.598,89.953,-104.639,119.265,158.661,318.737,79.198,20.445,47.966,-81.875,0.067,2.855e-6,-1.545,2.018,78.231,330.329,9.728e4,3.565e4,223.24,0.777,9.804,464.809,355.305,5.389,1.154e4,12.098,1857.451,0.535,0.234,0.134,0.166,0.535,0.016,0.088,-3.402e-5,0,0,0,0,-1.201e-4,14.174,1.214,10.869,875.617,0.001,337.885,1.322,1.489e8,20.32,324.293,0.022,0.357,0.036,1.06e5
4.59,1022.194,1442.209,439.114,446.277,87.413,89.859,-105.628,120.662,160.364,318.801,79.639,20.819,47.966,-81.875,0.099,2.862e-6,-1.675,1.499,78.182,330.421,9.715e4,3.553e4,223.16,0.776,9.804,461.577,355.312,5.23,1.152e4,12.098,1865.935,0.533,0.234,0.134,0.166,0.533,0.024,0.126,2.33e-4,0,0,0,0,-1.4e-4,14.206,1.041,10.802,874.605,0.001,337.845,1.328,1.495e8,20.32,324.293,0.032,0.358,0.036,1.069e5
4.621,1036.094,1456.109,441.871,449.107,87.33,89.887,-107.084,122.723,162.874,318.893,80.297,21.29,47.966,-81.875,0.132,2.864e-6,-1.123,1.177,78.122,330.473,9.697e4,3.534e4,223.002,0.775,9.804,455.556,355.277,4.935,1.152e4,12.116,1878.269,0.531,0.233,0.133,0.164,0.531,0.032,0.16,5.298e-6,0,0,0,0,-6.212e-5,14.253,0.788,10.704,873.116,0.001,337.786,1.336,1.503e8,20.32,324.293,0.02,0.362,0.037,1.081e5
4.641,1044.949,1464.963,443.616,450.9,87.225,89.827,-108.012,124.039,164.475,318.951,80.721,21.463,47.966,-81.875,0.14,2.897e-6,-0.626,1.092,78.094,330.453,9.686e4,3.523e4,222.919,0.774,9.804,452.358,355.273,4.778,1.151e4,12.12,1886.071,0.529,0.232,0.133,0.164,0.529,0.034,0.165,1.002e-4,0,0,0,0,-1.915e-5,14.283,0.628,10.642,872.167,0.001,337.748,1.342,1.508e8,20.32,324.293,0.03,0.362,0.037,1.088e5
4.671,1058.3,1478.315,446.233,453.59,87.178,89.801,-109.412,126.027,166.895,319.037,81.361,21.548,47.967,-81.875,0.131,3.025e-6,0.115,1.058,78.069,330.353,9.668e4,3.505e4,222.774,0.774,9.804,447.689,355.245,4.549,1.15e4,12.134,1897.827,0.527,0.232,0.132,0.163,0.527,0.032,0.148,-4.056e-4,0,0,0,0,6.408e-7,14.329,0.387,10.548,870.736,0.001,337.691,1.35,1.515e8,20.32,324.293,0.022,0.363,0.037,1.1e5
4.693,1068.115,1488.129,448.143,455.552,86.872,89.471,-110.441,127.493,168.676,319.099,81.83,21.406,47.967,-81.875,0.111,3.011e-6,0.537,1.102,78.064,330.236,9.656e4,3.493e4,222.71,0.773,9.804,443.679,355.27,4.351,1.147e4,12.112,1906.332,0.525,0.231,0.132,0.162,0.525,0.028,0.12,2.284e-4,0,0,0,0,1.383e-5,14.363,0.212,10.479,869.684,0.001,337.649,1.356,1.52e8,20.32,324.293,0.022,0.364,0.037,1.108e5
4.715,1077.98,1497.994,450.051,457.513,86.881,89.436,-111.476,128.969,170.469,319.161,82.295,21.226,47.967,-81.875,0.083,3.024e-6,0.742,1.232,78.068,330.097,9.643e4,3.48e4,222.603,0.772,9.804,438.272,355.248,4.086,1.146e4,12.121,1914.83,0.523,0.231,0.131,0.161,0.523,0.021,0.085,9.491e-5,0,0,0,0,2.617e-5,14.397,0.036,10.409,868.627,0.001,337.607,1.362,1.526e8,20.32,324.293,0.032,0.364,0.037,1.117e5
4.747,1092.251,1512.265,452.802,460.339,87.186,89.655,-112.975,131.108,173.068,319.249,82.959,20.898,47.967,-81.875,0.05,3.019e-6,-0.057,1.572,78.087,329.882,9.625e4,3.462e4,222.409,0.771,9.804,433.607,355.173,3.86,1.148e4,12.161,1927.289,0.521,0.23,0.131,0.16,0.521,0.013,0.049,5.204e-5,0,0,0,0,-1.507e-7,14.468,0,10.309,867.159,0.001,337.546,1.371,1.534e8,20.32,324.293,0.02,0.365,0.038,1.129e5
4.767,1101.317,1521.331,454.543,462.126,87.03,89.426,-113.928,132.47,174.722,319.303,83.373,20.562,47.967,-81.875,0.056,3.011e-6,-0.922,1.18,78.104,329.756,9.613e4,3.45e4,222.338,0.771,9.804,452.674,355.181,4.798,1.145e4,12.149,1935.153,0.519,0.229,0.13,0.16,0.519,0.013,0.063,-4.462e-4,0,0,0,0,-3.955e-5,14.514,0,10.245,866.233,0.001,337.507,1.376,1.539e8,20.32,324.293,0.03,0.366,0.038,1.137e5
4.797,1115.001,1535.015,457.153,464.803,86.878,89.177,-115.367,134.528,177.221,319.385,83.982,20.119,47.967,-81.875,0.089,3.229e-6,-0.943,0.593,78.13,329.611,9.596e4,3.433e4,222.216,0.77,9.804,459.928,355.176,5.155,1.142e4,12.141,1946.989,0.517,0.229,0.13,0.159,0.517,0.02,0.103,-1.623e-4,0,0,0,0,-4.091e-5,14.585,0,10.149,864.835,0.001,337.449,1.384,1.546e8,20.32,324.293,0.022,0.367,0.038,1.149e5
4.819,1125.233,1545.247,459.095,466.794,87.031,89.273,-116.445,136.07,179.093,319.444,84.429,19.882,47.967,-81.875,0.11,3.267e-6,-0.538,0.438,78.147,329.556,9.583e4,3.42e4,222.087,0.769,9.804,457.46,355.131,5.036,1.143e4,12.163,1955.803,0.516,0.228,0.129,0.158,0.516,0.025,0.125,-3.374e-4,0,0,0,0,-1.319e-5,14.637,0,10.077,863.79,0.001,337.405,1.391,1.551e8,20.32,324.293,0.022,0.367,0.038,1.158e5
4.841,1135.393,1555.407,461.012,468.758,86.571,88.758,-117.515,137.602,180.953,319.502,84.864,19.579,47.967,-81.875,0.121,3.296e-6,-0.022,0.396,78.158,329.554,9.571e4,3.408e4,222.033,0.768,9.804,454.337,355.164,4.881,1.138e4,12.123,1964.444,0.514,0.228,0.129,0.157,0.514,0.027,0.134,3.627e-5,0,0,0,0,-2.117e-8,14.689,0,10.005,862.752,0.001,337.362,1.397,1.557e8,20.32,324.293,0.032,0.368,0.038,1.166e5
4.873,1150.24,1570.255,463.793,471.606,86.621,88.775,-119.081,139.844,183.676,319.585,85.49,19.436,47.967,-81.875,0.118,3.338e-6,0.75,0.464,78.16,329.639,9.552e4,3.389e4,221.862,0.768,9.804,449.382,355.114,4.639,1.137e4,12.143,1976.972,0.512,0.227,0.129,0.156,0.512,0.027,0.125,-3.736e-4,0,0,0,0,2.51e-5,14.766,0,9.9,861.235,0.001,337.299,1.405,1.564e8,20.32,324.293,0.02,0.369,0.038,1.179e5
4.893,1159.532,1579.546,465.526,473.381,86.726,88.884,-120.062,141.249,185.381,319.635,85.878,19.463,47.967,-81.875,0.105,3.356e-6,1.156,0.588,78.152,329.737,9.541e4,3.378e4,221.745,0.767,9.804,445.67,355.072,4.459,1.138e4,12.165,1984.765,0.511,0.227,0.128,0.156,0.511,0.024,0.107,-2.057e-4,0,0,0,0,5.921e-5,14.814,0,9.835,860.286,0.001,337.259,1.411,1.569e8,20.32,324.293,0.03,0.37,0.039,1.187e5
4.923,1173.533,1593.547,468.125,476.043,86.58,88.767,-121.54,143.369,187.954,319.711,86.462,19.583,47.967,-81.875,0.076,3.422e-6,1.48,0.984,78.126,329.927,9.524e4,3.361e4,221.598,0.766,9.804,437.878,355.039,4.077,1.136e4,12.169,1996.383,0.508,0.226,0.128,0.155,0.508,0.017,0.071,4.436e-4,0,0,0,0,9.602e-5,14.886,0,9.736,858.856,0.001,337.199,1.419,1.576e8,20.32,324.293,0.022,0.371,0.039,1.198e5
4.945,1183.826,1603.84,470.021,477.986,86.227,88.453,-122.628,144.929,189.848,319.765,86.892,19.716,47.967,-81.875,0.054,3.397e-6,1.222,1.553,78.099,330.08,9.511e4,3.348e4,221.514,0.765,9.804,430.936,355.039,3.735,1.133e4,12.149,2004.908,0.507,0.225,0.127,0.154,0.507,0.013,0.047,1.261e-4,0,0,0,0,6.493e-5,14.939,0,9.664,857.804,0.001,337.155,1.425,1.582e8,20.32,324.293,0.022,0.372,0.039,1.207e5
4.968,1194.244,1614.259,471.926,479.938,85.992,88.277,-123.729,146.511,191.766,319.819,87.328,19.953,47.967,-81.875,0.045,3.408e-6,0.082,2.044,78.067,330.232,9.498e4,3.335e4,221.414,0.765,9.804,436.425,355.022,4.006,1.131e4,12.142,2013.463,0.505,0.225,0.127,0.154,0.505,0.01,0.041,9.462e-5,0,0,0,0,2.891e-7,14.992,0,9.591,856.74,0.001,337.111,1.431,1.587e8,20.32,324.293,0.033,0.373,0.039,1.216e5
5.001,1209.952,1629.966,474.779,482.864,85.954,88.343,-125.39,148.899,194.663,319.899,87.994,20.402,47.967,-81.875,0.066,3.603e-6,-1.151,1.518,78.015,330.427,9.479e4,3.316e4,221.23,0.764,9.804,454.136,354.961,4.881,1.131e4,12.166,2026.228,0.503,0.224,0.127,0.153,0.503,0.014,0.068,2.457e-4,0,0,0,0,-5.645e-5,15.073,0,9.48,855.135,0.001,337.044,1.44,1.595e8,20.32,324.293,0.004,0.373,0.039,1.229e5
5.005,1211.915,1631.93,475.134,483.229,85.95,88.351,-125.597,149.198,195.025,319.909,88.078,20.455,47.967,-81.875,0.07,3.603e-6,-1.181,1.446,78.008,330.446,9.477e4,3.314e4,221.207,0.764,9.804,454.489,354.953,4.898,1.131e4,12.169,2027.834,0.503,0.224,0.127,0.152,0.503,0.015,0.072,1.423e-4,0,0,0,0,-5.936e-5,15.083,0,9.466,854.934,0.001,337.035,1.441,1.596e8,20.32,324.293,0.006,0.374,0.039,1.23e5
5.011,1214.864,1634.878,475.667,483.776,85.819,88.236,-125.909,149.647,195.569,319.924,88.204,20.508,47.967,-81.875,0.075,3.602e-6,-1.196,1.35,77.998,330.473,9.474e4,3.311e4,221.185,0.763,9.804,454.615,354.955,4.905,1.129e4,12.16,2030.237,0.503,0.224,0.127,0.152,0.503,0.016,0.077,-4.407e-4,0,0,0,0,-6.069e-5,15.098,0,9.445,854.633,0.001,337.023,1.443,1.597e8,20.32,324.293,0.006,0.374,0.039,1.233e5
5.017,1217.556,1637.57,476.152,484.274,85.7,88.131,-126.194,150.057,196.066,319.937,88.319,20.555,47.967,-81.875,0.08,3.602e-6,-1.184,1.274,77.989,330.495,9.47e4,3.307e4,221.165,0.763,9.804,454.437,354.957,4.896,1.128e4,12.153,2032.424,0.502,0.224,0.126,0.152,0.502,0.017,0.082,2.414e-4,0,0,0,0,-5.936e-5,15.112,0,9.426,854.358,0.001,337.011,1.444,1.598e8,20.32,324.293,0.008,0.375,0.039,1.235e5
5.025,1221.599,1641.614,476.879,485.02,85.632,88.085,-126.621,150.673,196.813,319.957,88.493,20.644,47.967,-81.875,0.086,3.603e-6,-1.131,1.178,77.976,330.523,9.465e4,3.303e4,221.125,0.763,9.804,453.844,354.948,4.867,1.128e4,12.152,2035.694,0.502,0.223,0.126,0.152,0.502,0.018,0.088,-1.828e-4,0,0,0,0,-5.404e-5,15.133,0,9.398,853.945,0.001,336.994,1.447,1.6e8,20.32,324.293,0.013,0.376,0.039,1.238e5
5.038,1227.676,1647.69,477.968,486.139,85.531,88.016,-127.264,151.6,197.936,319.987,88.754,20.766,47.967,-81.875,0.094,3.608e-6,-0.997,1.067,77.958,330.554,9.458e4,3.295e4,221.064,0.763,9.804,452.556,354.934,4.804,1.127e4,12.152,2040.584,0.501,0.223,0.126,0.152,0.501,0.02,0.095,5.832e-5,0,0,0,0,-4.181e-5,15.164,0,9.355,853.324,0.001,336.968,1.45,1.603e8,20.32,324.293,0.011,0.376,0.039,1.243e5
5.049,1233.104,1653.118,478.938,487.135,85.444,87.954,-127.838,152.429,198.94,320.014,88.988,20.86,47.967,-81.875,0.099,3.607e-6,-0.842,0.994,77.942,330.57,9.452e4,3.289e4,221.009,0.762,9.804,451.205,354.922,4.738,1.126e4,12.151,2044.924,0.5,0.223,0.126,0.151,0.5,0.021,0.098,-7.316e-5,0,0,0,0,-2.968e-5,15.192,0,9.317,852.77,0.001,336.945,1.453,1.606e8,20.32,324.293,0.017,0.377,0.04,1.248e5
5.066,1241.267,1661.281,480.391,488.629,85.342,87.882,-128.702,153.677,200.452,320.054,89.342,20.975,47.967,-81.875,0.103,3.604e-6,-0.579,0.917,77.922,330.572,9.442e4,3.279e4,220.926,0.762,9.804,448.982,354.902,4.63,1.125e4,12.153,2051.402,0.499,0.223,0.126,0.151,0.499,0.021,0.099,1.016e-4,0,0,0,0,-1.395e-5,15.234,0,9.259,851.936,0.001,336.91,1.458,1.61e8,20.32,324.293,0.005,0.377,0.04,1.255e5
5.071,1243.632,1663.646,480.811,489.06,85.314,87.86,-128.952,154.039,200.889,320.066,89.444,21.001,47.967,-81.875,0.103,3.604e-6,-0.5,0.901,77.917,330.569,9.439e4,3.276e4,220.902,0.762,9.804,448.301,354.896,4.597,1.125e4,12.153,2053.268,0.499,0.222,0.126,0.151,0.499,0.021,0.099,-7.489e-5,0,0,0,0,-1.04e-5,15.246,0,9.243,851.694,0.001,336.9,1.459,1.611e8,20.32,324.293,0.007,0.378,0.04,1.256e5
5.079,1247.182,1667.197,481.441,489.707,85.263,87.818,-129.328,154.582,201.547,320.083,89.598,21.03,47.967,-81.875,0.102,3.604e-6,-0.383,0.881,77.91,330.56,9.435e4,3.272e4,220.866,0.761,9.804,447.24,354.888,4.545,1.124e4,12.153,2056.079,0.498,0.222,0.126,0.15,0.498,0.021,0.097,-3.797e-5,0,0,0,0,-6.065e-6,15.265,0,9.218,851.332,0.001,336.885,1.461,1.613e8,20.32,324.293,0.011,0.379,0.04,1.259e5
5.09,1252.517,1672.531,482.384,490.677,85.19,87.755,-129.893,155.399,202.536,320.109,89.829,21.059,47.967,-81.875,0.099,3.602e-6,-0.213,0.861,77.901,330.539,9.429e4,3.266e4,220.813,0.761,9.804,445.543,354.876,4.462,1.123e4,12.152,2060.301,0.498,0.222,0.125,0.15,0.498,0.021,0.092,-3.887e-4,0,0,0,0,-1.876e-6,15.292,0,9.18,850.787,0.001,336.862,1.464,1.615e8,20.32,324.293,0.004,0.379,0.04,1.264e5
5.093,1254.348,1674.362,482.707,491.009,85.167,87.733,-130.087,155.679,202.876,320.118,89.909,21.064,47.967,-81.875,0.097,3.602e-6,-0.158,0.857,77.898,330.53,9.427e4,3.264e4,220.795,0.761,9.804,444.924,354.872,4.432,1.123e4,12.152,2061.744,0.497,0.222,0.125,0.15,0.497,0.02,0.091,4.629e-4,0,0,0,0,-1.032e-6,15.301,0,9.167,850.6,0.001,336.854,1.465,1.616e8,20.32,324.293,0.006,0.38,0.04,1.265e5
5.099,1257.096,1677.111,483.192,491.507,85.116,87.683,-130.378,156.101,203.386,320.131,90.028,21.064,47.967,-81.875,0.095,3.602e-6,-0.08,0.852,77.894,330.514,9.423e4,3.26e4,220.77,0.761,9.804,443.953,354.867,4.384,1.123e4,12.15,2063.905,0.497,0.222,0.125,0.15,0.497,0.02,0.087,3.403e-4,0,0,0,0,-2.613e-7,15.316,0,9.148,850.319,0.001,336.843,1.467,1.618e8,20.32,324.293,0.009,0.38,0.04,1.267e5
5.108,1261.224,1681.239,483.918,492.254,85.041,87.609,-130.815,156.734,204.152,320.151,90.206,21.056,47.967,-81.875,0.09,3.601e-6,0.027,0.851,77.89,330.488,9.419e4,3.256e4,220.731,0.761,9.804,442.379,354.861,4.307,1.122e4,12.147,2067.138,0.496,0.222,0.125,0.15,0.496,0.019,0.082,2.21e-4,0,0,0,0,2.962e-8,15.337,0,9.119,849.897,0.001,336.825,1.469,1.619e8,20.32,324.293,0.008,0.381,0.04,1.271e5
5.116,1265.029,1685.043,484.586,492.941,84.975,87.541,-131.217,157.318,204.858,320.169,90.371,21.039,47.967,-81.875,0.085,3.6e-6,0.11,0.856,77.886,330.46,9.414e4,3.251e4,220.696,0.76,9.804,440.777,354.854,4.228,1.121e4,12.145,2070.105,0.496,0.221,0.125,0.149,0.496,0.018,0.075,4.754e-4,0,0,0,0,4.965e-7,15.356,0,9.092,849.508,0.001,336.809,1.471,1.621e8,20.32,324.293,0.012,0.381,0.04,1.274e5
5.127,1270.746,1690.76,485.587,493.97,84.966,87.527,-131.823,158.196,205.92,320.196,90.617,21.016,47.967,-81.875,0.076,3.6e-6,0.2,0.873,77.883,330.414,9.407e4,3.244e4,220.632,0.76,9.804,438.03,354.834,4.094,1.121e4,12.15,2074.541,0.495,0.221,0.125,0.149,0.495,0.016,0.066,1.167e-4,0,0,0,0,1.631e-6,15.386,0,9.052,848.924,0.001,336.784,1.474,1.624e8,20.32,324.293,0.018,0.382,0.04,1.279e5
5.145,1279.344,1699.358,487.089,495.515,84.96,87.505,-132.734,159.517,207.519,320.236,90.987,20.948,47.967,-81.875,0.062,3.603e-6,0.233,0.922,77.881,330.337,9.397e4,3.234e4,220.537,0.76,9.804,433.029,354.803,3.85,1.12e4,12.158,2081.174,0.494,0.221,0.125,0.149,0.494,0.013,0.05,1.847e-6,0,0,0,0,2.189e-6,15.43,0,8.991,848.046,0.001,336.748,1.479,1.628e8,20.32,324.293,0.003,0.382,0.04,1.286e5
5.148,1280.587,1700.601,487.306,495.737,84.96,87.502,-132.866,159.709,207.75,320.242,91.04,20.935,47.967,-81.875,0.06,3.603e-6,0.224,0.931,77.881,330.325,9.396e4,3.233e4,220.523,0.759,9.804,432.245,354.798,3.811,1.12e4,12.159,2082.129,0.494,0.221,0.125,0.148,0.494,0.013,0.049,1.757e-4,0,0,0,0,2.024e-6,15.436,0,8.983,847.919,0.001,336.742,1.48,1.629e8,20.32,324.293,0.004,0.383,0.04,1.287e5
5.151,1282.452,1702.467,487.631,496.072,84.944,87.48,-133.063,159.996,208.097,320.251,91.12,20.911,47.967,-81.875,0.057,3.603e-6,0.203,0.945,77.881,330.308,9.394e4,3.231e4,220.504,0.759,9.804,431.072,354.793,3.754,1.12e4,12.159,2083.572,0.494,0.221,0.125,0.148,0.494,0.012,0.046,-1.998e-4,0,0,0,0,1.658e-6,15.446,0,8.969,847.729,0.001,336.734,1.481,1.629e8,20.32,324.293,0.006,0.383,0.04,1.288e5
5.157,1285.253,1705.267,488.119,496.573,84.921,87.448,-133.36,160.427,208.619,320.264,91.239,20.871,47.967,-81.875,0.052,3.603e-6,0.153,0.965,77.882,330.281,9.391e4,3.228e4,220.476,0.759,9.804,429.411,354.786,3.673,1.119e4,12.159,2085.739,0.493,0.22,0.125,0.148,0.493,0.011,0.042,3.592e-4,0,0,0,0,9.396e-7,15.46,0,8.95,847.442,0.001,336.722,1.482,1.631e8,20.32,324.293,0.01,0.384,0.04,1.29e5
5.168,1290.349,1710.364,489.004,497.483,84.88,87.389,-133.9,161.212,209.568,320.287,91.456,20.79,47.967,-81.875,0.046,3.603e-6,8.656e-4,0.984,77.883,330.233,9.385e4,3.222e4,220.424,0.759,9.804,427.443,354.773,3.576,1.119e4,12.158,2089.669,0.493,0.22,0.125,0.148,0.493,0.01,0.036,8.018e-5,0,0,0,0,0,15.487,0,8.914,846.922,0.001,336.701,1.485,1.633e8,20.32,324.293,0.016,0.385,0.04,1.294e5
5.183,1298.011,1718.025,490.332,498.848,84.871,87.349,-134.713,162.393,210.995,320.323,91.779,20.656,47.967,-81.875,0.042,3.606e-6,-0.328,0.907,77.887,330.163,9.376e4,3.213e4,220.341,0.758,9.804,430.66,354.746,3.736,1.118e4,12.163,2095.546,0.492,0.22,0.124,0.148,0.492,0.009,0.033,-2.343e-4,0,0,0,0,-4.304e-6,15.526,0,8.86,846.139,0.001,336.668,1.489,1.637e8,20.32,324.293,0.012,0.385,0.04,1.301e5
5.195,1303.803,1723.817,491.334,499.877,84.866,87.318,-135.328,163.286,212.075,320.349,92.022,20.545,47.967,-81.875,0.044,3.609e-6,-0.535,0.75,77.891,330.113,9.369e4,3.206e4,220.278,0.758,9.804,437.766,354.726,4.087,1.118e4,12.167,2099.965,0.491,0.22,0.124,0.147,0.491,0.009,0.037,4.74e-4,0,0,0,0,-1.14e-5,15.556,0,8.819,845.547,0.001,336.643,1.493,1.639e8,20.32,324.293,0.018,0.386,0.04,1.305e5
5.213,1312.513,1732.528,492.835,501.419,84.729,87.139,-136.252,164.631,213.701,320.388,92.383,20.353,47.967,-81.875,0.053,3.611e-6,-0.628,0.502,77.898,330.048,9.359e4,3.196e4,220.199,0.758,9.804,446.226,354.713,4.504,1.116e4,12.159,2106.567,0.49,0.219,0.124,0.147,0.49,0.011,0.047,-2.579e-4,0,0,0,0,-1.559e-5,15.601,0,8.758,844.657,0.001,336.606,1.497,1.643e8,20.32,324.293,0.006,0.386,0.041,1.312e5
5.219,1315.493,1735.508,493.347,501.945,84.682,87.078,-136.569,165.092,214.257,320.401,92.506,20.288,47.967,-81.875,0.057,3.611e-6,-0.609,0.436,77.901,330.029,9.356e4,3.193e4,220.173,0.757,9.804,447.66,354.708,4.574,1.115e4,12.156,2108.811,0.49,0.219,0.124,0.147,0.49,0.011,0.052,2.909e-4,0,0,0,0,-1.464e-5,15.616,0,8.737,844.353,0.001,336.593,1.499,1.645e8,20.32,324.293,0.009,0.387,0.041,1.315e5
5.228,1319.968,1739.983,494.115,502.733,84.701,87.079,-137.044,165.783,215.093,320.421,92.689,20.212,47.967,-81.875,0.063,3.611e-6,-0.549,0.36,77.905,330.005,9.351e4,3.188e4,220.121,0.757,9.804,448.784,354.689,4.631,1.115e4,12.161,2112.191,0.489,0.219,0.124,0.146,0.489,0.012,0.058,4.054e-4,0,0,0,0,-1.183e-5,15.639,0,8.705,843.896,0.001,336.574,1.501,1.647e8,20.32,324.293,0.012,0.388,0.041,1.318e5
5.24,1326.108,1746.122,495.166,503.813,84.726,87.08,-137.696,166.733,216.241,320.448,92.939,20.111,47.967,-81.875,0.071,3.606e-6,-0.421,0.29,77.91,329.98,9.343e4,3.181e4,220.05,0.757,9.804,449.033,354.663,4.644,1.115e4,12.168,2116.826,0.488,0.219,0.124,0.146,0.488,0.014,0.064,4.305e-4,0,0,0,0,-6.934e-6,15.671,0,8.662,843.269,0.001,336.548,1.505,1.649e8,20.32,324.293,0.019,0.388,0.041,1.323e5
5.259,1335.342,1755.356,496.743,505.431,84.631,86.949,-138.678,168.162,217.968,320.489,93.311,19.945,47.967,-81.875,0.08,3.594e-6,-0.17,0.24,77.916,329.962,9.333e4,3.17e4,219.963,0.756,9.803,447.993,354.644,4.594,1.113e4,12.165,2123.748,0.487,0.218,0.123,0.146,0.487,0.016,0.072,7.401e-5,0,0,0,0,-1.12e-6,15.718,0,8.597,842.325,0.001,336.509,1.51,1.654e8,20.32,324.293,0.013,0.389,0.041,1.33e5
5.272,1341.993,1762.008,497.874,506.592,84.56,86.856,-139.385,169.192,219.213,320.517,93.577,19.839,47.967,-81.875,0.084,3.59e-6,0.034,0.232,77.919,329.965,9.325e4,3.162e4,219.901,0.756,9.803,446.741,354.63,4.533,1.112e4,12.163,2128.691,0.486,0.218,0.123,0.145,0.486,0.016,0.074,4.579e-4,0,0,0,0,4.538e-8,15.752,0,8.55,841.646,0.001,336.48,1.513,1.657e8,20.32,324.293,0.02,0.389,0.041,1.336e5
5.292,1351.965,1771.98,499.564,508.325,84.448,86.717,-140.446,170.739,221.081,320.56,93.972,19.709,47.967,-81.875,0.086,3.622e-6,0.351,0.258,77.921,329.992,9.314e4,3.151e4,219.806,0.755,9.803,444.418,354.607,4.42,1.11e4,12.16,2136.036,0.485,0.217,0.123,0.145,0.485,0.017,0.074,1.101e-4,0,0,0,0,4.729e-6,15.804,0,8.48,840.627,0.001,336.438,1.519,1.661e8,20.32,324.293,0.03,0.39,0.041,1.343e5
5.322,1366.995,1787.009,502.097,510.924,84.355,86.606,-142.046,173.071,223.899,320.623,94.561,19.616,47.967,-81.875,0.078,3.58e-6,0.783,0.375,77.916,330.082,9.297e4,3.134e4,219.649,0.754,9.803,439.885,354.557,4.199,1.109e4,12.165,2147.05,0.483,0.217,0.123,0.144,0.483,0.015,0.065,3.374e-4,0,0,0,0,2.332e-5,15.881,0,8.374,839.092,0.001,336.374,1.527,1.667e8,20.32,324.293,0.022,0.39,0.041,1.355e5
5.344,1378.014,1798.028,503.945,512.82,84.416,86.671,-143.22,174.784,225.968,320.668,94.991,19.645,47.967,-81.875,0.067,3.55e-6,1.002,0.546,77.906,330.176,9.285e4,3.122e4,219.513,0.754,9.803,435.311,354.5,3.977,1.109e4,12.184,2155.046,0.482,0.216,0.123,0.143,0.482,0.013,0.053,-3.289e-4,0,0,0,0,3.796e-5,15.938,0,8.297,837.966,0.001,336.327,1.533,1.672e8,20.32,324.293,0.022,0.391,0.041,1.364e5
5.366,1389.027,1809.041,505.786,514.708,84.381,86.652,-144.394,176.497,228.037,320.713,95.419,19.711,47.967,-81.875,0.053,3.543e-6,1.055,0.831,77.891,330.284,9.273e4,3.11e4,219.389,0.753,9.803,429.202,354.454,3.679,1.108e4,12.194,2162.97,0.481,0.216,0.122,0.143,0.481,0.011,0.039,3.273e-4,0,0,0,0,4.17e-5,15.994,0,8.219,836.841,0.001,336.28,1.539,1.677e8,20.32,324.293,0.032,0.392,0.042,1.372e5
