# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
42.072,2.027e4,2.027e4,252.152,252.549,-10.556,10.556,718.313,0.759,718.314,89.939,14.152,0.053,28.61,-80.593,0.106,0,0.218,9.318e-4,86.22,89.873,6.12e4,517.095,172.581,0.586,9.73,449.819,329.208,5.936,0,0,50.425,0.577,0.315,0.074,0.188,0.577,0.023,0.139,1.751e-4,0,0,0,0,6.856e-6,2.036,90,-56.231,52.535,8.437e-5,297.223,0.85,8.129e6,20.32,324.293,0.05,3.073,0.032,2690.599
42.122,2.028e4,2.028e4,251.625,252.022,-10.55,10.551,719.021,0.761,719.021,89.939,14.149,0.051,28.61,-80.593,0.113,0,0.262,8.978e-4,86.232,89.872,6.12e4,517.095,172.581,0.586,9.73,449.687,329.208,5.929,0,0,50.055,0.577,0.316,0.073,0.188,0.577,0.025,0.147,4.013e-4,0,0,0,0,9.956e-6,1.924,90,-56.218,52.43,8.42e-5,297.231,0.848,8.095e6,20.32,324.293,0.05,3.074,0.032,2673.898
42.172,2.029e4,2.029e4,251.097,251.496,-10.544,10.544,719.728,0.763,719.729,89.939,14.147,0.055,28.61,-80.593,0.098,0,0.301,9.104e-4,86.247,89.872,6.12e4,517.095,172.581,0.586,9.73,449.711,329.208,5.93,0,0,49.692,0.576,0.316,0.073,0.187,0.576,0.021,0.127,3.156e-4,0,0,0,0,1.326e-5,1.897,90,-56.206,52.326,8.402e-5,297.238,0.846,8.061e6,20.32,324.293,0.05,3.075,0.032,2657.285
42.222,2.031e4,2.031e4,250.57,250.969,-10.538,10.538,720.435,0.765,720.436,89.939,14.144,0.06,28.61,-80.593,0.082,0,0.335,9.781e-4,86.262,89.871,6.12e4,517.095,172.581,0.586,9.73,449.738,329.208,5.932,0,0,49.332,0.576,0.316,0.072,0.187,0.576,0.018,0.106,-6.634e-5,0,0,0,0,1.649e-5,1.864,90,-56.193,52.222,8.385e-5,297.246,0.845,8.027e6,20.32,324.293,0.05,3.076,0.032,2640.76
42.272,2.032e4,2.032e4,250.044,250.443,-10.532,10.532,721.142,0.766,721.143,89.939,14.141,0.065,28.61,-80.593,0.063,0,0.363,0.001,86.28,89.87,6.12e4,517.095,172.581,0.586,9.73,449.796,329.208,5.934,0,0,48.975,0.575,0.317,0.072,0.187,0.575,0.014,0.081,-4.317e-4,0,0,0,0,1.935e-5,1.842,90,-56.181,52.118,8.368e-5,297.253,0.843,7.994e6,20.32,324.293,0.05,3.077,0.032,2624.321
42.322,2.033e4,2.033e4,249.517,249.917,-10.525,10.526,721.849,0.768,721.85,89.939,14.137,0.072,28.61,-80.593,0.039,0,0.382,0.002,86.299,89.869,6.12e4,517.095,172.581,0.586,9.73,449.894,329.208,5.939,0,0,48.621,0.574,0.317,0.071,0.186,0.574,0.008,0.05,2.75e-4,0,0,0,0,2.155e-5,1.834,90,-56.168,52.015,8.351e-5,297.261,0.841,7.96e6,20.32,324.293,0.05,3.078,0.032,2607.969
42.372,2.034e4,2.034e4,248.991,249.392,-10.519,10.519,722.556,0.77,722.557,89.939,14.133,0.079,28.61,-80.593,0.012,0,0.391,0.004,86.318,89.868,6.12e4,517.095,172.581,0.586,9.73,450.068,329.208,5.948,0,0,48.271,0.574,0.317,0.071,0.186,0.574,0.003,0.016,1.775e-4,0,0,0,0,2.271e-5,1.838,90,-56.156,51.911,8.334e-5,297.268,0.839,7.927e6,20.32,324.293,0.05,3.079,0.032,2591.703
42.422,2.036e4,2.036e4,248.465,248.867,-10.513,10.513,723.263,0.772,723.263,89.939,14.129,0.087,28.61,-80.593,0.019,0,-0.391,0.002,86.338,89.868,6.12e4,517.095,172.581,0.586,9.73,449.788,329.208,5.934,0,0,47.924,0.573,0.317,0.07,0.186,0.573,0.004,0.024,-3.378e-4,0,0,0,0,-2.274e-5,1.856,90,-56.143,51.808,8.317e-5,297.276,0.838,7.894e6,20.32,324.293,0.05,3.081,0.032,2575.523
42.472,2.037e4,2.037e4,247.94,248.342,-10.507,10.507,723.969,0.774,723.97,89.939,14.125,0.095,28.61,-80.593,0.045,0,-0.378,5.405e-4,86.357,89.867,6.12e4,517.095,172.581,0.586,9.73,449.549,329.208,5.922,0,0,47.579,0.573,0.318,0.07,0.185,0.573,0.01,0.059,-3.21e-4,0,0,0,0,-2.137e-5,1.859,90,-56.131,51.705,8.3e-5,297.284,0.836,7.861e6,20.32,324.293,0.05,3.082,0.032,2559.427
42.522,2.038e4,2.038e4,247.415,247.817,-10.501,10.501,724.675,0.776,724.676,89.939,14.12,0.098,28.61,-80.593,0.061,0,-0.359,3.032e-4,86.375,89.866,6.12e4,517.095,172.581,0.586,9.73,449.364,329.208,5.913,0,0,47.236,0.572,0.318,0.069,0.185,0.572,0.013,0.078,-3.628e-4,0,0,0,0,-1.938e-5,1.817,90,-56.119,51.602,8.283e-5,297.291,0.834,7.828e6,20.32,324.293,0.05,3.084,0.032,2543.417
42.572,2.039e4,2.039e4,246.89,247.293,-10.495,10.495,725.381,0.777,725.381,89.939,14.115,0.109,28.61,-80.593,0.1,0,-0.333,1.44e-4,86.393,89.866,6.12e4,517.095,172.581,0.586,9.73,449.008,329.208,5.896,0,0,46.899,0.572,0.318,0.069,0.185,0.572,0.022,0.129,-3.65e-4,0,0,0,0,-1.673e-5,1.883,90,-56.106,51.5,8.266e-5,297.299,0.832,7.795e6,20.32,324.293,0.05,3.086,0.032,2527.491
42.622,2.041e4,2.041e4,246.365,246.769,-10.488,10.489,726.087,0.779,726.087,89.939,14.109,0.124,28.61,-80.593,0.154,0,-0.287,1.572e-4,86.408,89.865,6.12e4,517.095,172.581,0.586,9.73,448.548,329.208,5.873,0,0,46.569,0.571,0.319,0.068,0.184,0.571,0.033,0.196,1.007e-5,0,0,0,0,-1.244e-5,2.019,90,-56.094,51.398,8.249e-5,297.306,0.83,7.762e6,20.32,324.293,0.05,3.087,0.032,2511.648
42.672,2.042e4,2.042e4,245.841,246.245,-10.483,10.483,726.792,0.781,726.792,89.938,14.103,0.127,28.61,-80.593,0.167,0,-0.228,1.246e-4,86.421,89.865,6.12e4,517.095,172.581,0.586,9.73,448.373,329.208,5.864,0,0,46.234,0.571,0.319,0.068,0.184,0.571,0.036,0.213,4.507e-4,0,0,0,0,-7.899e-6,1.993,90,-56.082,51.295,8.232e-5,297.313,0.829,7.73e6,20.32,324.293,0.05,3.088,0.032,2495.889
42.722,2.043e4,2.043e4,245.317,245.722,-10.477,10.478,727.497,0.783,727.497,89.938,14.096,0.126,28.61,-80.593,0.169,0,-0.172,1.13e-4,86.431,89.865,6.12e4,517.095,172.581,0.586,9.73,448.282,329.208,5.86,0,0,45.9,0.57,0.319,0.067,0.184,0.57,0.037,0.215,1.545e-4,0,0,0,0,-4.497e-6,1.93,90,-56.069,51.194,8.215e-5,297.321,0.827,7.697e6,20.32,324.293,0.05,3.089,0.031,2480.213
42.772,2.044e4,2.044e4,244.793,245.198,-10.472,10.472,728.202,0.785,728.202,89.938,14.09,0.127,28.61,-80.593,0.173,0,-0.11,1.112e-4,86.438,89.865,6.12e4,517.095,172.581,0.586,9.73,448.174,329.208,5.855,0,0,45.57,0.57,0.32,0.067,0.183,0.57,0.038,0.22,-2.263e-4,0,0,0,0,-1.867e-6,1.889,90,-56.057,51.092,8.199e-5,297.328,0.825,7.665e6,20.32,324.293,0.05,3.091,0.031,2464.62
42.822,2.046e4,2.046e4,244.27,244.675,-10.466,10.467,728.906,0.787,728.906,89.938,14.084,0.124,28.61,-80.593,0.165,0,-0.054,1.213e-4,86.442,89.865,6.12e4,517.095,172.581,0.586,9.73,448.151,329.208,5.853,0,0,45.241,0.569,0.32,0.066,0.183,0.569,0.036,0.21,1.353e-4,0,0,0,0,-4.551e-7,1.81,90,-56.045,50.991,8.182e-5,297.336,0.823,7.632e6,20.32,324.293,0.05,3.092,0.031,2449.109
42.872,2.047e4,2.047e4,243.746,244.153,-10.461,10.462,729.61,0.788,729.61,89.938,14.077,0.128,28.61,-80.593,0.183,0,0.004,1.369e-4,86.443,89.865,6.12e4,517.095,172.581,0.586,9.73,447.946,329.208,5.843,0,0,44.918,0.569,0.32,0.066,0.183,0.569,0.04,0.232,-2.596e-5,0,0,0,0,0,1.853,90,-56.033,50.889,8.165e-5,297.343,0.821,7.6e6,20.32,324.293,0.05,3.093,0.031,2433.68
42.922,2.048e4,2.048e4,243.224,243.63,-10.455,10.456,730.314,0.79,730.314,89.938,14.071,0.131,28.61,-80.593,0.197,0,0.069,1.757e-4,86.442,89.865,6.12e4,517.095,172.581,0.586,9.73,447.768,329.208,5.835,0,0,44.599,0.568,0.321,0.065,0.182,0.568,0.043,0.25,1.671e-4,0,0,0,0,7.44e-7,1.893,90,-56.02,50.788,8.149e-5,297.35,0.82,7.568e6,20.32,324.293,0.05,3.095,0.031,2418.332
42.972,2.049e4,2.049e4,242.701,243.108,-10.45,10.451,731.017,0.792,731.017,89.938,14.064,0.126,28.61,-80.593,0.182,0,0.134,2.282e-4,86.437,89.865,6.12e4,517.095,172.581,0.586,9.729,447.795,329.208,5.836,0,0,44.276,0.568,0.321,0.065,0.182,0.568,0.04,0.23,2.077e-4,0,0,0,0,2.816e-6,1.824,90,-56.008,50.688,8.132e-5,297.358,0.818,7.536e6,20.32,324.293,0.05,3.096,0.031,2403.065
43.022,2.05e4,2.05e4,242.179,242.586,-10.445,10.446,731.72,0.794,731.721,89.938,14.058,0.122,28.61,-80.593,0.168,0,0.19,2.55e-4,86.428,89.866,6.12e4,517.095,172.581,0.586,9.729,447.819,329.208,5.837,0,0,43.959,0.567,0.321,0.064,0.182,0.567,0.036,0.212,-9.323e-5,0,0,0,0,5.654e-6,1.771,90,-55.996,50.59,8.116e-5,297.365,0.816,7.505e6,20.32,324.293,0.05,3.097,0.031,2387.995
43.072,2.052e4,2.052e4,241.656,242.065,-10.44,10.441,732.423,0.796,732.423,89.938,14.052,0.122,28.61,-80.592,0.172,0,0.247,2.658e-4,86.417,89.866,6.12e4,517.095,172.581,0.586,9.729,447.712,329.208,5.832,0,0,43.652,0.567,0.322,0.064,0.181,0.567,0.037,0.217,-4.388e-4,0,0,0,0,9.606e-6,1.807,90,-55.984,50.497,8.1e-5,297.373,0.814,7.474e6,20.32,324.293,0.05,3.098,0.031,2373.255
43.122,2.053e4,2.053e4,241.135,241.543,-10.435,10.436,733.125,0.798,733.126,89.938,14.046,0.123,28.61,-80.592,0.175,0,0.302,3.007e-4,86.404,89.866,6.12e4,517.095,172.581,0.586,9.729,447.615,329.208,5.827,0,0,43.347,0.566,0.322,0.063,0.181,0.566,0.038,0.221,7.6e-5,0,0,0,0,1.445e-5,1.848,90,-55.972,50.405,8.085e-5,297.38,0.813,7.444e6,20.32,324.293,0.05,3.099,0.031,2358.591
43.172,2.054e4,2.054e4,240.613,241.022,-10.43,10.431,733.827,0.799,733.828,89.938,14.04,0.125,28.61,-80.592,0.186,0,0.362,2.734e-4,86.387,89.866,6.12e4,517.095,172.581,0.586,9.729,447.461,329.208,5.82,0,0,43.046,0.566,0.322,0.063,0.181,0.566,0.04,0.233,-2.21e-4,0,0,0,0,2.077e-5,1.935,90,-55.96,50.313,8.07e-5,297.387,0.811,7.414e6,20.32,324.293,0.05,3.101,0.031,2344.003
43.222,2.055e4,2.055e4,240.092,240.501,-10.425,10.426,734.529,0.801,734.53,89.937,14.034,0.127,28.61,-80.592,0.195,0,0.421,2.056e-4,86.368,89.867,6.12e4,517.095,172.581,0.586,9.729,447.318,329.208,5.812,0,0,42.747,0.565,0.323,0.062,0.18,0.565,0.042,0.245,-8.277e-5,0,0,0,0,2.835e-5,2.028,90,-55.948,50.221,8.055e-5,297.394,0.809,7.384e6,20.32,324.293,0.05,3.104,0.031,2329.489
43.272,2.056e4,2.056e4,239.57,239.981,-10.42,10.421,735.231,0.803,735.231,89.937,14.027,0.126,28.61,-80.592,0.194,0,0.486,2.125e-4,86.345,89.867,6.12e4,517.095,172.581,0.586,9.729,447.248,329.208,5.809,0,0,42.449,0.565,0.323,0.062,0.18,0.565,0.042,0.243,7.186e-5,0,0,0,0,3.783e-5,2.091,90,-55.936,50.129,8.04e-5,297.402,0.807,7.354e6,20.32,324.293,0.05,3.106,0.031,2315.05
43.322,2.058e4,2.058e4,239.05,239.46,-10.415,10.416,735.932,0.805,735.932,89.937,14.021,0.12,28.61,-80.592,0.173,0,0.543,2.985e-4,86.319,89.867,6.12e4,517.095,172.581,0.586,9.729,447.319,329.208,5.813,0,0,42.15,0.564,0.323,0.061,0.18,0.564,0.037,0.217,-1.898e-5,0,0,0,0,4.743e-5,2.084,90,-55.924,50.037,8.025e-5,297.409,0.806,7.324e6,20.32,324.293,0.05,3.108,0.031,2300.686
43.372,2.059e4,2.059e4,238.529,238.94,-10.411,10.411,736.633,0.807,736.633,89.937,14.015,0.116,28.61,-80.592,0.159,0,0.596,3.452e-4,86.291,89.868,6.12e4,517.095,172.581,0.586,9.729,447.346,329.208,5.814,0,0,41.855,0.564,0.324,0.061,0.179,0.564,0.034,0.199,-4.916e-4,0,0,0,0,5.739e-5,2.114,90,-55.912,49.946,8.009e-5,297.416,0.804,7.294e6,20.32,324.293,0.05,3.11,0.031,2286.396
43.422,2.06e4,2.06e4,238.008,238.42,-10.406,10.407,737.334,0.809,737.334,89.937,14.009,0.11,28.61,-80.592,0.135,0,0.642,4.618e-4,86.26,89.868,6.12e4,517.095,172.581,0.586,9.729,447.446,329.208,5.819,0,0,41.56,0.563,0.324,0.061,0.179,0.563,0.029,0.169,-2.544e-4,0,0,0,0,6.682e-5,2.112,90,-55.9,49.855,7.994e-5,297.423,0.802,7.264e6,20.32,324.293,0.05,3.112,0.031,2272.179
43.472,2.061e4,2.061e4,237.488,237.901,-10.402,10.402,738.034,0.811,738.034,89.937,14.004,0.102,28.61,-80.592,0.108,0,0.679,7.253e-4,86.227,89.868,6.12e4,517.095,172.581,0.586,9.729,447.565,329.208,5.825,0,0,41.268,0.563,0.324,0.06,0.179,0.563,0.023,0.135,4.877e-4,0,0,0,0,7.528e-5,2.109,90,-55.888,49.764,7.979e-5,297.431,0.8,7.234e6,20.32,324.293,0.05,3.114,0.03,2258.036
43.522,2.062e4,2.062e4,236.968,237.381,-10.398,10.398,738.734,0.812,738.734,89.937,13.999,0.093,28.61,-80.592,0.072,0,0.708,0.001,86.192,89.869,6.12e4,517.095,172.581,0.586,9.729,447.759,329.208,5.834,0,0,40.983,0.563,0.325,0.06,0.178,0.563,0.015,0.09,-4.315e-4,0,0,0,0,8.198e-5,2.073,90,-55.876,49.673,7.964e-5,297.438,0.799,7.204e6,20.32,324.293,0.05,3.115,0.03,2243.965
43.572,2.064e4,2.064e4,236.448,236.862,-10.394,10.394,739.434,0.814,739.434,89.937,13.995,0.085,28.61,-80.592,0.039,0,0.724,0.003,86.156,89.869,6.12e4,517.095,172.581,0.586,9.729,447.943,329.208,5.843,0,0,40.702,0.562,0.325,0.059,0.178,0.562,0.008,0.049,-2.049e-4,0,0,0,0,8.612e-5,2.055,90,-55.865,49.583,7.949e-5,297.445,0.797,7.175e6,20.32,324.293,0.05,3.117,0.03,2229.967
43.622,2.065e4,2.065e4,235.929,236.343,-10.389,10.39,740.133,0.816,740.134,89.937,13.991,0.081,28.61,-80.592,0.025,0,0.733,0.004,86.12,89.869,6.12e4,517.095,172.581,0.586,9.729,447.987,329.208,5.845,0,0,40.425,0.562,0.325,0.059,0.178,0.562,0.005,0.032,4.7e-4,0,0,0,0,8.87e-5,2.117,90,-55.853,49.492,7.935e-5,297.452,0.795,7.146e6,20.32,324.293,0.05,3.118,0.03,2216.041
43.672,2.066e4,2.066e4,235.41,235.825,-10.385,10.385,740.833,0.818,740.833,89.937,13.987,0.077,28.61,-80.592,0.007,0,0.739,0.013,86.083,89.869,6.12e4,517.095,172.581,0.586,9.729,448.176,329.208,5.855,0,0,40.15,0.562,0.325,0.059,0.177,0.562,0.002,0.009,-2.617e-4,0,0,0,0,9.058e-5,2.163,90,-55.841,49.402,7.92e-5,297.459,0.793,7.116e6,20.32,324.293,0.05,3.119,0.03,2202.187
43.722,2.067e4,2.067e4,234.89,235.306,-10.381,10.381,741.532,0.82,741.533,89.937,13.983,0.068,28.61,-80.592,0.029,0,-0.736,0.004,86.046,89.87,6.12e4,517.095,172.581,0.586,9.729,447.697,329.208,5.831,0,0,39.875,0.561,0.326,0.058,0.177,0.561,0.006,0.036,2.488e-4,0,0,0,0,-9.027e-5,2.133,90,-55.829,49.312,7.905e-5,297.466,0.791,7.087e6,20.32,324.293,0.05,3.121,0.03,2188.405
43.772,2.068e4,2.068e4,234.371,234.788,-10.377,10.378,742.231,0.822,742.232,89.937,13.98,0.058,28.61,-80.592,0.068,0,-0.721,0.002,86.009,89.87,6.12e4,517.095,172.581,0.586,9.729,447.367,329.208,5.815,0,0,39.602,0.561,0.326,0.058,0.177,0.561,0.015,0.085,-1.326e-4,0,0,0,0,-8.713e-5,2.089,90,-55.817,49.222,7.89e-5,297.473,0.79,7.058e6,20.32,324.293,0.05,3.123,0.03,2174.693
43.822,2.069e4,2.069e4,233.853,234.27,-10.374,10.374,742.93,0.824,742.931,89.936,13.977,0.05,28.61,-80.592,0.103,0,-0.696,0.002,85.974,89.87,6.12e4,517.095,172.581,0.586,9.729,447.054,329.208,5.799,0,0,39.331,0.561,0.326,0.058,0.176,0.561,0.022,0.126,4.3e-4,0,0,0,0,-8.145e-5,2.061,90,-55.806,49.133,7.875e-5,297.481,0.788,7.029e6,20.32,324.293,0.05,3.124,0.03,2161.052
43.872,2.071e4,2.071e4,233.334,233.752,-10.37,10.37,743.629,0.825,743.629,89.936,13.975,0.043,28.61,-80.592,0.131,0,-0.662,0.001,85.94,89.87,6.12e4,517.095,172.581,0.586,9.729,446.779,329.208,5.786,0,0,39.063,0.56,0.327,0.057,0.176,0.56,0.028,0.162,-2.244e-4,0,0,0,0,-7.403e-5,2.05,90,-55.794,49.044,7.86e-5,297.488,0.786,7e6,20.32,324.293,0.05,3.126,0.03,2147.482
43.922,2.072e4,2.072e4,232.816,233.235,-10.366,10.366,744.328,0.827,744.328,89.936,13.973,0.039,28.61,-80.592,0.151,0,-0.621,0.001,85.908,89.87,6.12e4,517.095,172.581,0.586,9.729,446.569,329.208,5.776,0,0,38.797,0.56,0.327,0.057,0.176,0.56,0.032,0.186,-4.557e-4,0,0,0,0,-6.532e-5,2.068,90,-55.782,48.954,7.846e-5,297.495,0.784,6.971e6,20.32,324.293,0.05,3.127,0.03,2133.982
43.972,2.073e4,2.073e4,232.297,232.717,-10.362,10.362,745.026,0.829,745.027,89.936,13.971,0.034,28.61,-80.592,0.17,0,-0.576,0.001,85.878,89.87,6.12e4,517.095,172.581,0.586,9.729,446.358,329.208,5.765,0,0,38.533,0.56,0.327,0.057,0.175,0.56,0.036,0.21,4.825e-4,0,0,0,0,-5.649e-5,2.076,90,-55.771,48.865,7.831e-5,297.502,0.783,6.942e6,20.32,324.293,0.05,3.128,0.03,2120.552
44.022,2.074e4,2.074e4,231.779,232.2,-10.357,10.357,745.725,0.831,745.725,89.936,13.969,0.032,28.61,-80.592,0.182,0,-0.523,9.258e-4,85.851,89.87,6.12e4,517.095,172.581,0.586,9.729,446.203,329.208,5.758,0,0,38.271,0.559,0.328,0.056,0.175,0.559,0.039,0.224,2.4e-4,0,0,0,0,-4.687e-5,2.105,90,-55.759,48.777,7.816e-5,297.509,0.781,6.914e6,20.32,324.293,0.05,3.129,0.03,2107.191
44.072,2.075e4,2.075e4,231.262,231.683,-10.353,10.353,746.423,0.833,746.424,89.936,13.968,0.029,28.61,-80.592,0.193,0,-0.473,8.203e-4,85.826,89.87,6.12e4,517.095,172.581,0.586,9.729,446.052,329.208,5.75,0,0,38.011,0.559,0.328,0.056,0.175,0.559,0.041,0.237,-1.004e-4,0,0,0,0,-3.853e-5,2.127,90,-55.748,48.688,7.802e-5,297.516,0.779,6.885e6,20.32,324.293,0.05,3.131,0.03,2093.899
44.122,2.076e4,2.076e4,230.744,231.166,-10.349,10.349,747.121,0.835,747.122,89.936,13.967,0.023,28.61,-80.592,0.218,0,-0.413,8.731e-4,85.803,89.869,6.12e4,517.095,172.581,0.586,9.729,445.803,329.208,5.738,0,0,37.751,0.559,0.328,0.056,0.175,0.559,0.047,0.267,-2.733e-4,0,0,0,0,-2.949e-5,2.081,90,-55.736,48.6,7.787e-5,297.523,0.777,6.857e6,20.32,324.293,0.05,3.132,0.03,2080.676
44.172,2.078e4,2.078e4,230.227,230.65,-10.345,10.345,747.82,0.837,747.82,89.936,13.965,0.027,28.61,-80.592,0.204,0,-0.355,8.127e-4,85.784,89.869,6.12e4,517.095,172.581,0.586,9.729,445.837,329.208,5.74,0,0,37.495,0.558,0.329,0.056,0.174,0.559,0.043,0.249,-1.229e-4,0,0,0,0,-2.18e-5,2.182,90,-55.725,48.512,7.773e-5,297.53,0.776,6.829e6,20.32,324.293,0.05,3.134,0.03,2067.522
44.222,2.079e4,2.079e4,229.71,230.134,-10.34,10.341,748.518,0.839,748.518,89.936,13.964,0.031,28.61,-80.592,0.189,0,-0.301,7.666e-4,85.768,89.869,6.12e4,517.095,172.581,0.586,9.729,445.874,329.208,5.741,0,0,37.24,0.558,0.329,0.055,0.174,0.558,0.04,0.231,5.12e-5,0,0,0,0,-1.574e-5,2.272,90,-55.713,48.424,7.758e-5,297.537,0.774,6.8e6,20.32,324.293,0.05,3.135,0.029,2054.436
44.272,2.08e4,2.08e4,229.193,229.618,-10.336,10.336,749.216,0.841,749.217,89.936,13.962,0.032,28.61,-80.592,0.183,0,-0.25,6.833e-4,85.754,89.869,6.12e4,517.095,172.581,0.586,9.729,445.85,329.208,5.74,0,0,36.986,0.558,0.329,0.055,0.174,0.558,0.039,0.223,3.335e-4,0,0,0,0,-1.095e-5,2.317,90,-55.702,48.336,7.744e-5,297.544,0.772,6.772e6,20.32,324.293,0.05,3.137,0.029,2041.418
44.322,2.081e4,2.081e4,228.676,229.102,-10.332,10.332,749.914,0.842,749.915,89.936,13.961,0.033,28.61,-80.592,0.179,0,-0.201,6.468e-4,85.743,89.868,6.12e4,517.095,172.581,0.586,9.729,445.813,329.208,5.738,0,0,36.734,0.558,0.33,0.055,0.173,0.558,0.038,0.218,-2.949e-4,0,0,0,0,-7.073e-6,2.345,90,-55.69,48.248,7.729e-5,297.551,0.77,6.744e6,20.32,324.293,0.05,3.138,0.029,2028.467
44.372,2.082e4,2.082e4,228.16,228.586,-10.328,10.328,750.612,0.844,750.613,89.936,13.959,0.033,28.61,-80.592,0.177,0,-0.154,6.137e-4,85.734,89.868,6.12e4,517.095,172.581,0.586,9.728,445.753,329.208,5.735,0,0,36.483,0.557,0.33,0.054,0.173,0.557,0.038,0.216,-3.291e-5,0,0,0,0,-4.161e-6,2.351,90,-55.679,48.161,7.715e-5,297.558,0.769,6.716e6,20.32,324.293,0.05,3.14,0.029,2015.584
44.422,2.083e4,2.083e4,227.643,228.071,-10.324,10.324,751.31,0.846,751.311,89.935,13.957,0.031,28.61,-80.592,0.187,0,-0.105,6.311e-4,85.728,89.867,6.12e4,517.095,172.581,0.586,9.728,445.612,329.208,5.729,0,0,36.232,0.557,0.33,0.054,0.173,0.557,0.04,0.227,6.477e-5,0,0,0,0,-1.942e-6,2.302,90,-55.667,48.074,7.701e-5,297.564,0.767,6.688e6,20.32,324.293,0.05,3.141,0.029,2002.768
44.472,2.084e4,2.084e4,227.127,227.556,-10.32,10.32,752.008,0.848,752.008,89.935,13.956,0.032,28.61,-80.592,0.182,0,-0.055,6.632e-4,85.724,89.867,6.12e4,517.095,172.581,0.586,9.728,445.578,329.208,5.727,0,0,35.984,0.557,0.331,0.054,0.172,0.557,0.039,0.221,4.883e-5,0,0,0,0,-5.315e-7,2.302,90,-55.656,47.987,7.686e-5,297.571,0.765,6.661e6,20.32,324.293,0.05,3.143,0.029,1990.019
44.522,2.086e4,2.086e4,226.611,227.041,-10.315,10.316,752.706,0.85,752.706,89.935,13.954,0.033,28.61,-80.592,0.181,0,-0.009,6.437e-4,85.722,89.867,6.12e4,517.095,172.581,0.586,9.728,445.521,329.208,5.724,0,0,35.737,0.557,0.331,0.053,0.172,0.557,0.038,0.218,1.633e-4,0,0,0,0,-1.303e-8,2.279,90,-55.645,47.9,7.672e-5,297.578,0.763,6.633e6,20.32,324.293,0.05,3.144,0.029,1977.336
44.572,2.087e4,2.087e4,226.096,226.526,-10.312,10.312,753.403,0.852,753.404,89.935,13.953,0.029,28.61,-80.592,0.198,0,0.041,6.361e-4,85.723,89.866,6.12e4,517.095,172.581,0.586,9.728,445.326,329.208,5.714,0,0,35.49,0.556,0.331,0.053,0.172,0.556,0.042,0.239,-2.018e-4,0,0,0,0,3.07e-7,2.172,90,-55.633,47.813,7.658e-5,297.585,0.762,6.605e6,20.32,324.293,0.05,3.145,0.029,1964.719
44.622,2.088e4,2.088e4,225.58,226.011,-10.308,10.308,754.101,0.854,754.101,89.935,13.951,0.029,28.61,-80.592,0.196,0,0.093,6.701e-4,85.726,89.866,6.12e4,517.095,172.581,0.586,9.728,445.271,329.208,5.712,0,0,35.246,0.556,0.332,0.053,0.171,0.556,0.041,0.237,2.944e-4,0,0,0,0,1.572e-6,2.132,90,-55.622,47.727,7.643e-5,297.592,0.76,6.578e6,20.32,324.293,0.05,3.147,0.029,1952.168
44.672,2.089e4,2.089e4,225.065,225.497,-10.303,10.303,754.798,0.856,754.799,89.935,13.95,0.034,28.61,-80.592,0.174,0,0.141,7.185e-4,85.732,89.865,6.12e4,517.095,172.581,0.586,9.728,445.358,329.208,5.716,0,0,35.004,0.556,0.332,0.053,0.171,0.556,0.037,0.211,-1.596e-4,0,0,0,0,3.619e-6,2.158,90,-55.611,47.641,7.629e-5,297.599,0.758,6.55e6,20.32,324.293,0.05,3.148,0.029,1939.682
44.722,2.09e4,2.09e4,224.55,224.983,-10.299,10.299,755.496,0.858,755.496,89.935,13.948,0.038,28.61,-80.592,0.152,0,0.183,7.947e-4,85.74,89.865,6.12e4,517.095,172.581,0.586,9.728,445.454,329.208,5.721,0,0,34.764,0.555,0.332,0.052,0.171,0.556,0.032,0.183,-5.194e-5,0,0,0,0,6.072e-6,2.179,90,-55.6,47.555,7.615e-5,297.606,0.756,6.523e6,20.32,324.293,0.05,3.15,0.029,1927.262
